,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
1886,105.0,-125,105.0,80.0,1,False,3,0,1,0,29.125,0.3475,0.583333333,2.625,0.37125,4,11,65,0,0,3,5,1,4,0,13,0,170.18,177.8,155,1,0,0,22.125,0.435833333,1.208333333,1.375,0.415,3,10,49,0,0,1,1,4,7,1,14,0,177.8,180.34,155,33,35,1,1,1,-1,-1,16,0,-4,-3,-7.62,-2.54,-2,7.0,-0.625,1.25,2,275.0,140.0,475.0,1050.0,525.0,625.0
1889,-190.0,165,52.63157895,165.0,0,False,3,1,0,0,16.0,0.2,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,177.8,185.42,155,1,0,0,20.2,0.626,0.4,0.8,0.44,2,2,10,0,0,0,1,1,1,0,3,0,182.88,180.34,170,21,32,0,0,-2,-3,1,-8,0,-1,-1,-5.08,5.08,-11,-4.2,-0.4,-0.8,2,204.0,485.0,520.0,823.0,317.0,385.0
1899,135.0,-155,135.0,64.51612903,0,False,3,0,2,0,22.8,0.348,0.6,0.0,0.0,2,1,9,0,0,0,1,1,2,0,4,0,177.8,185.42,155,0,2,0,34.375,0.32375,0.625,0.125,0.0625,5,1,16,0,0,0,3,1,3,0,7,0,190.5,193.04,155,30,29,0,0,-3,-3,0,-7,0,0,-1,-12.7,-7.62,1,-11.575,-0.025,-0.125,2,425.0,300.0,325.0,500.0,1000.0,240.0
1908,-220.0,180,45.45454545,180.0,0,False,3,2,0,0,30.59259259,0.36814814799999995,1.4444444440000002,1.222222222,0.42222222200000004,7,10,65,0,0,2,6,3,6,0,17,1,172.72,180.34,155,1,0,0,37.06666667,0.5046666670000001,0.4,0.8,0.27066666699999997,7,4,36,0,0,1,5,2,2,1,11,1,175.26,177.8,155,39,34,-1,0,0,6,-6,29,0,0,4,-2.54,2.54,5,-6.47407408,1.044444444,0.42222222200000004,2,-105.0,365.0,1000.0,650.0,450.0,700.0
1913,135.0,-155,135.0,64.51612903,1,False,3,0,1,0,67.0,0.55,0.0,4.0,0.66,1,0,2,0,0,0,0,1,0,0,1,0,175.26,172.72,155,2,0,0,31.0,0.45,0.428571429,2.857142857,0.38,2,4,21,0,0,1,2,0,0,0,3,0,172.72,175.26,155,33,29,2,1,-1,-2,4,-19,0,1,0,2.54,-2.54,4,36.0,-0.428571429,1.142857143,2,210.0,160.0,1000.0,1350.0,1200.0,285.0
1928,-290.0,245,34.48275862,245.0,0,True,5,0,5,0,35.27272727,0.44727272700000004,1.0,2.272727273,0.439090909,5,2,23,0,0,1,3,1,4,0,9,0,175.26,195.58,170,0,9,0,51.07692308,0.41153846200000005,1.0,0.46153846200000004,0.32,9,1,28,1,0,1,3,2,5,1,12,0,180.34,193.04,155,33,25,0,-4,-4,-3,-1,-5,-1,-2,-1,-5.08,2.54,8,-15.80419581,0.0,1.8111888109999998,0,375.0,475.0,185.0,465.0,225.0,800.0
1939,290.0,-350,290.0,28.57142857,1,False,3,0,1,0,41.0,0.5066666670000001,0.0,2.0,0.553333333,1,2,9,0,0,0,1,0,0,0,1,0,180.34,177.8,155,4,0,0,30.41666667,0.2825,0.0,0.083333333,0.041666667000000004,2,8,22,0,0,1,1,2,0,0,4,1,170.18,177.8,155,39,29,4,1,-1,-3,6,-13,0,-2,0,10.16,0.0,10,10.58333333,0.0,1.9166666669999999,2,1125.0,725.0,1390.0,226.0,490.0,105.0
1950,-420.0,335,23.80952381,335.0,0,False,3,0,1,0,7.0,0.275,0.5,0.0,0.0,1,1,2,0,0,0,0,0,1,0,1,1,187.96,187.96,155,0,2,0,24.5,0.555,0.0,2.5,0.13,2,0,4,0,0,0,1,1,0,0,2,0,170.18,180.34,155,30,27,0,-1,-1,-1,-1,-2,0,-1,1,17.78,7.62,3,-17.5,0.5,-2.5,2,210.0,900.0,500.0,1025.0,125.0,750.0
1953,-115.0,-105,86.95652174,95.23809524,1,False,3,0,2,0,35.42857143,0.5271428570000001,0.571428571,2.4285714290000002,0.28428571399999997,3,2,19,1,0,0,1,0,4,0,5,1,175.26,177.8,155,0,3,0,32.71428571,0.37714285700000005,0.857142857,1.142857143,0.354285714,3,3,17,0,0,0,2,0,2,0,4,0,182.88,185.42,170,27,28,0,-1,0,1,1,2,1,0,2,-7.62,-7.62,-1,2.71428572,-0.28571428600000004,1.285714286,2,180.0,180.0,700.0,400.0,675.0,1000.0
1956,130.0,-150,130.0,66.66666667,1,False,3,1,0,0,25.83333333,0.39666666700000003,0.833333333,1.5,0.40833333299999997,3,2,14,0,0,0,1,0,3,0,4,0,177.8,180.34,155,1,0,0,25.2,0.436,0.0,1.8,0.306,2,2,11,0,0,1,0,2,0,0,3,0,180.34,180.34,155,31,31,0,0,1,1,0,3,0,-2,3,-2.54,0.0,0,0.63333333,0.833333333,-0.3,2,185.0,175.0,1250.0,360.0,850.0,1105.0
1965,180.0,-220,180.0,45.45454545,1,False,3,1,0,0,41.8,0.41600000000000004,0.2,0.8,0.15,1,3,13,0,0,0,1,1,0,0,2,1,182.88,180.34,155,2,0,0,23.0,0.321666667,0.333333333,0.5,0.061666667,2,4,14,0,0,0,1,0,1,0,2,0,177.8,185.42,155,31,28,1,0,-1,0,1,-1,0,1,-1,5.08,-5.08,3,18.8,-0.133333333,0.3,2,496.0,168.0,385.0,878.0,1250.0,260.0
1967,450.0,-600,450.0,16.66666667,0,False,3,1,0,0,14.5,0.443333333,0.166666667,0.666666667,0.291666667,3,2,11,0,0,1,0,2,1,0,4,1,177.8,182.88,155,0,2,0,35.33333333,0.41333333299999997,0.333333333,2.333333333,0.236666667,2,1,9,0,0,0,2,0,0,0,2,0,180.34,190.5,155,33,34,-1,-2,1,2,-1,2,0,2,1,-2.54,-7.62,-1,-20.83333333,-0.166666666,-1.666666666,2,650.0,218.0,1880.0,300.0,1300.0,110.0
1973,-525.0,450,19.04761905,450.0,0,False,3,0,1,0,11.0,0.44,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,182.88,195.58,155,0,4,0,25.5,0.52,0.0,1.166666667,0.285,4,1,12,0,0,0,1,4,0,0,5,0,175.26,185.42,155,29,33,0,-3,-3,-4,1,-11,0,-3,0,7.62,10.16,-4,-14.5,0.0,-1.166666667,2,173.0,800.0,551.0,1390.0,150.0,900.0
1975,-250.0,210,40.0,210.0,0,False,3,0,1,0,57.0,0.45,0.0,1.0,0.5,1,0,3,0,0,1,0,0,0,0,1,1,177.8,185.42,155,0,4,0,25.88888889,0.375555556,0.111111111,3.5555555560000003,0.494444444,4,2,24,0,0,0,5,1,0,1,7,0,172.72,185.42,155,30,27,0,-3,-3,-6,2,-21,0,-2,0,5.08,0.0,3,31.11111111,-0.111111111,-2.555555556,2,-130.0,295.0,882.0,2100.0,550.0,1120.0
1979,155.0,-175,155.0,57.14285714,0,False,3,1,0,0,14.0,0.5425,1.25,0.5,0.25,1,2,8,0,0,2,0,0,0,0,2,1,180.34,177.8,155,3,0,0,11.0,0.223333333,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,0,177.8,182.88,155,30,31,2,0,1,2,1,3,0,0,0,2.54,-5.08,-1,3.0,1.25,0.5,2,610.0,232.0,1360.0,230.0,270.0,850.0
1991,185.0,-225,185.0,44.44444444,1,False,3,1,0,0,18.0,0.31,1.0,2.0,0.28,0,1,3,0,0,0,0,0,0,0,0,0,177.8,182.88,145,1,0,0,8.0,0.45,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,0,182.88,187.96,155,27,29,0,0,-1,-1,0,0,0,-1,0,-5.08,-5.08,-2,10.0,1.0,2.0,2,490.0,252.0,1300.0,215.0,460.0,471.0
2002,255.0,-310,255.0,32.25806452,1,False,3,1,0,0,27.125,0.32,0.125,0.625,0.04375,2,5,16,0,0,0,1,1,1,0,3,1,172.72,177.8,155,3,0,0,31.05882353,0.515882353,0.235294118,2.0,0.402941176,2,11,43,0,0,1,3,1,1,0,6,0,177.8,182.88,170,37,28,2,0,0,-3,6,-27,0,0,0,-5.08,-5.08,9,-3.93382353,-0.11029411800000001,-1.375,2,485.0,137.0,650.0,433.0,1250.0,365.0
2015,300.0,-360,300.0,27.77777778,1,False,3,2,0,0,19.0,0.39666666700000003,0.666666667,1.8333333330000001,0.5016666670000001,4,2,14,0,0,0,2,0,2,0,4,0,177.8,177.8,155,1,0,0,16.0,0.533333333,0.333333333,0.666666667,0.193333333,1,2,7,0,0,0,0,1,0,0,1,0,180.34,185.42,155,28,29,-1,0,3,3,0,7,0,-1,2,-2.54,-7.62,-1,3.0,0.333333334,1.166666666,2,481.0,-130.0,1350.0,435.0,1115.0,842.0
2018,-185.0,160,54.05405405,160.0,1,False,3,0,1,0,41.75,0.41375,0.375,0.375,0.1875,2,3,21,0,0,1,1,2,1,0,5,0,180.34,177.8,155,0,2,0,43.0,0.44833333299999995,0.666666667,0.333333333,0.22166666699999998,3,1,15,0,1,1,1,2,0,0,5,1,177.8,177.8,155,27,33,0,-1,-1,0,-2,6,0,0,1,2.54,0.0,-6,-1.25,-0.291666667,0.041666667000000004,2,120.0,250.0,775.0,1000.0,500.0,750.0
2031,-235.0,195,42.55319149,195.0,0,False,3,1,0,0,29.92307692,0.36576923100000003,1.5,1.230769231,0.428846154,7,9,62,0,0,2,6,3,6,0,17,1,172.72,180.34,155,1,0,0,33.18181818,0.454545455,0.363636364,0.545454545,0.06,5,5,28,4,0,1,0,2,3,0,6,0,177.8,182.88,170,30,33,0,0,2,11,-4,34,-4,1,3,-5.08,-2.54,-3,-3.25874126,1.136363636,0.6853146859999999,2,180.0,300.0,400.0,1200.0,300.0,1250.0
2049,125.0,-145,125.0,68.96551724,1,False,5,0,4,0,36.6,0.419,1.0,2.4,0.38299999999999995,4,2,22,0,0,1,3,1,3,0,8,0,175.26,195.58,170,0,3,0,19.66666667,0.37777777799999995,0.8888888890000001,1.6666666669999999,0.44777777799999996,3,2,19,1,0,0,2,0,5,0,7,1,185.42,190.5,170,29,24,0,1,1,1,0,3,-1,1,-2,-10.16,5.08,5,16.93333333,0.111111111,0.7333333329999999,0,725.0,325.0,235.0,435.0,575.0,330.0
2054,290.0,-350,290.0,28.57142857,0,False,3,0,1,0,18.42857143,0.37857142899999996,0.857142857,0.28571428600000004,0.071428571,2,3,13,0,0,0,1,2,1,0,4,1,177.8,180.34,155,2,0,0,28.73913043,0.343913043,0.608695652,2.652173913,0.37652173899999997,4,11,62,0,0,3,4,1,4,0,12,0,170.18,177.8,155,35,28,2,1,-2,-8,8,-49,0,1,-3,7.62,2.54,7,-10.310559,0.248447205,-2.366459627,2,375.0,160.0,1600.0,275.0,1400.0,350.0
2056,360.0,-450,360.0,22.22222222,1,False,3,1,0,0,6.0,0.22,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,1,177.8,177.8,155,1,0,0,22.0,0.27,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,182.88,185.42,155,29,29,0,0,0,0,0,-1,0,0,0,-5.08,-7.62,0,-16.0,0.0,0.0,2,850.0,-123.0,781.0,1000.0,1120.0,305.0
2058,-125.0,105,80.0,105.0,0,False,3,1,0,0,44.2,0.374,0.0,1.8,0.306,4,1,14,0,0,0,2,1,1,0,4,0,177.8,182.88,155,0,2,0,24.5,0.38,0.833333333,1.166666667,0.33,2,3,14,0,0,0,1,0,2,0,3,0,182.88,185.42,170,27,27,-1,-2,2,1,2,0,0,1,-1,-5.08,-2.54,0,19.7,-0.833333333,0.6333333329999999,2,203.0,214.0,405.0,500.0,935.0,550.0
2064,325.0,-360,325.0,27.77777778,1,False,3,2,0,0,40.57142857,0.408571429,0.7142857140000001,0.428571429,0.085714286,1,4,19,0,0,0,1,1,1,0,3,0,180.34,185.42,155,3,0,0,33.18181818,0.308181818,0.0,0.090909091,0.045454545,2,7,21,0,0,1,1,2,0,0,4,1,170.18,177.8,155,38,32,1,0,-1,-1,3,-2,0,-1,1,10.16,7.62,6,7.38961039,0.7142857140000001,0.33766233799999995,2,750.0,565.0,2100.0,180.0,454.0,200.0
2073,-145.0,125,68.96551724,125.0,0,False,3,3,0,0,42.13636364,0.420909091,0.0,0.681818182,0.363636364,3,11,57,1,0,2,4,4,0,1,11,0,172.72,175.26,155,1,0,0,33.83333333,0.445,0.166666667,0.166666667,0.055,1,3,13,0,0,0,0,2,1,0,3,2,182.88,190.5,155,27,32,-2,0,2,8,-8,44,1,3,-1,-10.16,-15.24,-5,8.30303031,-0.166666667,0.515151515,2,200.0,200.0,575.0,1350.0,375.0,650.0
2077,105.0,-125,105.0,80.0,1,False,3,0,2,0,33.66666667,0.34666666700000004,0.333333333,5.333333333,0.46,2,1,7,0,0,0,2,0,0,0,2,0,177.8,182.88,155,0,2,0,23.66666667,0.46,0.666666667,0.333333333,0.11,2,1,7,0,0,1,0,1,0,0,2,0,177.8,172.72,155,32,34,0,0,0,0,0,0,0,-1,0,0.0,10.16,-2,10.0,-0.333333334,5.0,2,235.0,250.0,600.0,600.0,410.0,450.0
2100,135.0,-155,135.0,64.51612903,1,False,3,0,2,0,27.5,0.525,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,0,172.72,175.26,155,1,0,0,33.33333333,0.566666667,0.5,2.333333333,0.428333333,1,3,17,0,0,0,0,1,2,0,3,0,180.34,182.88,155,38,28,1,2,1,-1,3,-13,0,0,-2,-7.62,-7.62,10,-5.83333333,-0.5,-2.333333333,2,200.0,159.0,950.0,1353.0,1745.0,345.0
2103,-290.0,245,34.48275862,245.0,1,False,3,1,0,0,11.0,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,175.26,177.8,155,2,0,0,26.5,0.325,0.5,2.5,0.5,0,2,6,0,0,0,0,0,0,0,0,0,175.26,180.34,155,25,30,1,0,0,0,1,-5,0,0,0,0.0,-2.54,-5,-15.5,-0.5,-2.5,2,189.0,420.0,170.0,2100.0,796.0,725.0
2111,-355.0,320,28.16901408,320.0,0,False,3,0,3,0,65.0,0.35666666700000005,0.0,0.0,0.0,3,0,7,0,0,1,0,2,0,0,3,0,180.34,180.34,155,0,1,0,36.42857143,0.315714286,0.7142857140000001,0.14285714300000002,0.071428571,5,1,15,0,0,0,3,0,3,0,6,0,190.5,193.04,155,30,32,0,2,-2,-3,1,-8,0,2,-3,-10.16,-12.7,-2,28.57142857,-0.7142857140000001,-0.14285714300000002,2,331.0,692.0,160.0,2050.0,320.0,525.0
2116,-420.0,335,23.80952381,335.0,0,False,3,0,1,0,35.32,0.3932,0.72,1.12,0.2476,6,9,68,2,0,3,8,5,0,0,16,1,177.8,182.88,170,0,4,0,52.55555556,0.43777777799999995,0.333333333,0.8888888890000001,0.286666667,4,2,22,1,0,1,3,3,0,0,7,0,177.8,177.8,155,29,35,0,-3,2,9,-7,46,1,2,0,0.0,5.08,-6,-17.23555556,0.386666667,0.231111111,0,135.0,500.0,1100.0,1000.0,125.0,1500.0
2119,145.0,-165,145.0,60.60606061,1,False,3,0,1,0,29.8,0.428,0.6,0.4,0.266,3,1,12,0,0,1,1,2,0,0,4,1,177.8,177.8,155,0,1,0,21.08695652,0.42869565200000004,1.217391304,1.217391304,0.402173913,3,9,46,0,0,1,1,4,7,1,14,0,177.8,180.34,155,32,27,0,0,0,-10,8,-34,0,-3,-7,0.0,-2.54,5,8.71304348,-0.617391304,-0.817391304,2,340.0,175.0,450.0,625.0,850.0,235.0
2123,-280.0,240,35.71428571,240.0,0,False,3,1,0,0,16.0,0.51,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,185.42,190.5,155,1,0,0,56.75,0.4875,0.5,2.25,0.62,1,2,12,0,0,0,1,0,1,0,2,0,175.26,175.26,155,33,31,0,0,-1,-2,1,-10,0,0,-1,10.16,15.24,2,-40.75,-0.5,-2.25,2,150.0,490.0,650.0,612.0,215.0,1450.0
2134,270.0,-330,270.0,30.303030300000003,1,False,3,1,0,0,64.2,0.53,0.2,0.8,0.4,4,1,15,0,0,0,3,1,0,0,4,0,175.26,177.8,155,2,0,0,46.5,0.46666666700000003,0.166666667,0.666666667,0.25,4,2,14,0,0,1,1,1,1,0,4,0,177.8,180.34,155,30,32,1,0,0,0,1,1,0,0,-1,-2.54,-2.54,-2,17.7,0.033333333,0.133333333,2,395.0,-130.0,1995.0,1060.0,1100.0,275.0
2145,-220.0,180,45.45454545,180.0,1,False,3,2,0,0,23.17647059,0.519411765,1.294117647,1.294117647,0.401764706,4,8,33,0,0,0,1,0,8,0,9,0,177.8,187.96,155,1,0,0,48.0,0.735,0.0,2.5,0.33,1,1,6,0,0,0,1,0,0,0,1,0,177.8,182.88,155,30,27,-1,0,3,8,-7,27,0,0,8,0.0,5.08,3,-24.82352941,1.294117647,-1.205882353,2,120.0,600.0,725.0,350.0,350.0,1150.0
2150,-290.0,245,34.48275862,245.0,0,False,3,0,1,0,17.33333333,0.576666667,1.6666666669999999,0.666666667,0.333333333,1,1,7,0,0,2,0,0,0,0,2,1,180.34,177.8,155,0,1,0,41.0,0.45,0.0,5.0,0.26,1,0,3,0,0,0,1,0,0,0,1,0,170.18,180.34,155,30,31,0,0,0,1,-1,4,0,0,0,10.16,-2.54,-1,-23.66666667,1.6666666669999999,-4.333333333,2,-138.0,740.0,1000.0,485.0,665.0,872.0
2158,-550.0,425,18.18181818,425.0,0,False,3,0,1,0,34.4,0.5920000000000001,0.6,2.4,0.48200000000000004,1,2,14,0,0,0,0,1,2,0,3,0,180.34,182.88,155,0,1,0,15.75,0.3575,0.75,0.0,0.0,2,1,6,0,0,0,0,1,2,0,3,0,177.8,185.42,155,29,38,0,0,-1,0,-1,8,0,0,0,2.54,-2.54,-9,18.65,-0.15,2.4,2,220.0,730.0,350.0,1050.0,150.0,1600.0
2162,-175.0,155,57.14285714,155.0,0,False,3,0,1,0,20.5,0.555,1.0,1.5,0.135,1,1,4,0,0,0,0,0,1,0,1,0,185.42,182.88,155,0,2,0,28.5,0.335,0.0,3.5,0.73,2,0,5,0,0,0,1,1,0,0,2,0,177.8,185.42,155,24,29,0,-1,-1,-1,-1,-1,0,-1,1,7.62,-2.54,-5,-8.0,1.0,-2.0,2,197.0,400.0,1165.0,459.0,230.0,1085.0
2166,-160.0,140,62.5,140.0,0,False,3,0,2,0,33.8,0.48,0.5,0.9,0.29100000000000004,5,2,21,0,0,1,3,1,3,0,8,1,177.8,182.88,155,0,2,0,42.3125,0.45375,0.0625,0.4375,0.22875,4,4,38,0,1,1,5,5,0,0,12,0,180.34,190.5,155,31,27,0,0,1,-4,2,-17,0,-4,3,-2.54,-7.62,4,-8.5125,0.4375,0.4625,0,140.0,250.0,1750.0,575.0,350.0,800.0
2169,150.0,-170,150.0,58.82352941,1,False,3,0,3,0,39.0,0.427777778,1.0,2.555555556,0.412222222,4,2,20,0,0,1,3,1,2,0,7,0,175.26,195.58,170,0,7,0,37.92857143,0.510714286,0.35714285700000004,0.857142857,0.29,7,3,34,0,0,1,5,2,2,1,11,1,175.26,177.8,155,38,24,0,-4,-3,-4,1,-14,0,-2,0,0.0,17.78,14,1.07142857,0.642857143,1.6984126990000001,0,320.0,142.0,900.0,450.0,450.0,560.0
2172,-300.0,250,33.33333333,250.0,0,False,3,2,0,0,32.9375,0.485625,0.25,2.125,0.428125,2,10,42,0,0,1,3,1,1,0,6,0,177.8,182.88,170,0,3,0,36.0,0.454285714,0.14285714300000002,4.1428571430000005,0.37,3,2,21,0,0,2,3,0,0,0,5,0,167.64,170.18,170,35,36,-2,-3,-1,1,-8,21,0,1,1,10.16,12.7,-1,-3.0625,0.107142857,-2.017857143,2,-105.0,345.0,711.0,1400.0,445.0,1165.0
2176,-360.0,300,27.77777778,300.0,1,False,3,0,2,0,32.0,0.515,0.0,0.5,0.5,2,0,4,0,0,0,0,2,0,0,2,1,175.26,185.42,155,0,1,0,25.0,0.335,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,0,175.26,180.34,155,24,27,0,1,1,1,1,1,0,1,0,0.0,5.08,-3,7.0,0.0,0.5,2,200.0,535.0,400.0,1500.0,185.0,650.0
2191,-370.0,310,27.02702703,310.0,0,False,3,1,0,0,28.0,0.46,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,180.34,175.26,155,1,0,0,44.42857143,0.42714285700000004,0.428571429,0.428571429,0.214285714,2,3,20,0,0,1,1,1,1,0,4,0,180.34,177.8,155,32,34,0,0,-2,-4,2,-17,0,-1,-1,0.0,-2.54,-2,-16.42857143,-0.428571429,-0.428571429,2,-123.0,430.0,630.0,1495.0,440.0,1400.0
2201,-450.0,360,22.22222222,360.0,0,False,3,0,3,0,28.28,0.3596,1.44,1.24,0.4396,7,8,59,0,0,2,6,3,6,0,17,1,172.72,180.34,155,1,0,0,40.5625,0.503125,0.5625,1.0,0.21875,4,4,31,0,0,0,4,5,3,0,12,1,175.26,182.88,155,28,33,1,3,3,5,-4,28,0,-2,3,-2.54,-2.54,-5,-12.2825,0.8775,0.24,0,190.0,525.0,375.0,1000.0,175.0,1250.0
2204,270.0,-330,270.0,30.303030300000003,1,False,3,0,1,0,16.0,0.51,1.0,2.333333333,0.533333333,1,1,6,0,0,0,1,0,1,0,2,0,177.8,177.8,155,0,2,0,41.88235294,0.532352941,1.176470588,3.470588235,0.368823529,4,6,46,0,0,2,6,2,1,0,11,0,172.72,172.72,155,32,25,0,-1,-3,-9,5,-40,0,-2,0,5.08,5.08,7,-25.88235294,-0.176470588,-1.137254902,2,390.0,-125.0,1363.0,575.0,1200.0,540.0
2209,115.0,-135,115.0,74.07407407,1,False,3,1,0,0,38.33333333,0.306666667,0.333333333,0.0,0.0,5,1,12,0,0,0,3,0,2,0,5,0,190.5,193.04,155,0,3,0,25.88888889,0.376666667,0.333333333,1.4444444440000002,0.581111111,3,3,18,0,0,0,1,3,1,0,6,0,172.72,177.8,155,33,29,-1,-3,2,-1,2,-6,0,-3,1,17.78,15.24,4,12.44444444,0.0,-1.4444444440000002,2,500.0,335.0,800.0,300.0,200.0,475.0
2228,105.0,-125,105.0,80.0,0,False,3,1,0,0,14.0,0.26,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,175.26,180.34,155,1,0,0,10.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,187.96,187.96,155,26,27,0,0,0,0,0,2,0,0,0,-12.7,-7.62,-1,4.0,0.0,0.0,2,382.0,253.0,475.0,400.0,467.0,430.0
2230,-140.0,120,71.42857143,120.0,0,False,3,1,0,0,30.0,0.36,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,175.26,180.34,155,1,0,0,21.13636364,0.433636364,1.2272727270000001,1.2272727270000001,0.397727273,3,9,43,0,0,0,1,4,7,1,13,0,177.8,180.34,155,32,24,0,0,-3,-13,8,-40,0,-5,-7,-2.54,0.0,8,8.86363636,-0.22727272699999998,-1.2272727270000001,2,200.0,235.0,700.0,400.0,425.0,850.0
2236,-170.0,150,58.82352941,150.0,0,False,3,0,1,0,49.5,0.43,0.25,1.0,0.1875,1,2,10,0,0,0,1,1,0,0,2,1,182.88,180.34,155,0,1,0,25.4,0.35600000000000004,1.0,1.0,0.33,1,3,11,0,0,0,0,0,2,0,2,0,182.88,185.42,170,27,28,0,0,0,0,1,-1,0,1,-2,0.0,-5.08,-1,24.1,-0.75,0.0,2,227.0,340.0,180.0,855.0,775.0,550.0
2258,-195.0,168,51.28205128,168.0,0,False,3,0,1,0,54.0,0.53,0.666666667,2.0,0.576666667,1,1,9,0,0,0,1,0,1,0,2,0,175.26,175.26,155,0,1,0,54.0,0.35,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,0,167.64,177.8,145,31,33,0,0,0,1,-1,6,0,0,1,7.62,-2.54,-2,0.0,0.666666667,2.0,2,170.0,230.0,674.0,1105.0,385.0,855.0
2269,-185.0,160,54.05405405,160.0,0,False,3,0,2,0,27.57142857,0.31857142899999996,0.14285714300000002,0.7142857140000001,0.05,2,4,14,0,0,0,1,1,1,0,3,1,172.72,177.8,155,0,1,0,36.83333333,0.531666667,0.5,2.833333333,0.33166666699999997,3,2,17,1,0,0,1,0,3,0,4,1,175.26,177.8,155,27,28,0,1,-1,-1,-2,-3,-1,1,-2,-2.54,0.0,-1,-9.26190476,-0.35714285700000004,-2.1190476190000003,2,165.0,260.0,325.0,1265.0,941.0,735.0
2272,135.0,-155,135.0,64.51612903,1,False,3,1,0,0,40.0,0.36,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,175.26,180.34,155,0,1,0,60.91666667,0.46,0.0,0.0,0.0,3,5,29,0,0,1,3,3,0,0,7,0,172.72,172.72,155,31,24,-1,-1,-3,-7,4,-27,0,-3,0,2.54,7.62,7,-20.91666667,0.0,0.0,2,307.0,280.0,1355.0,405.0,685.0,255.0
2273,180.0,-220,180.0,45.45454545,1,False,3,0,3,0,23.875,0.37125,0.125,3.5,0.45625,3,2,21,0,0,0,4,1,0,1,6,0,172.72,185.42,155,0,2,0,26.75,0.48,0.0,2.25,0.3825,2,1,8,0,0,1,0,2,0,0,3,0,180.34,180.34,155,31,30,0,1,1,3,-1,13,0,0,0,-7.62,5.08,1,-2.875,0.125,1.25,2,310.0,110.0,739.0,800.0,1040.0,520.0
2284,220.0,-260,220.0,38.46153846,1,False,3,0,1,0,48.0,0.41,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,0,177.8,185.42,155,0,1,0,14.0,0.605,0.5,0.5,0.125,1,1,4,0,0,0,0,1,0,0,1,0,180.34,185.42,155,27,23,0,0,0,0,1,-2,0,0,0,-2.54,0.0,4,34.0,-0.5,0.5,2,445.0,235.0,800.0,1075.0,1090.0,125.0
2295,-150.0,130,66.66666667,130.0,0,False,3,1,0,0,21.66666667,0.42,0.333333333,2.333333333,0.533333333,1,2,7,0,0,0,1,0,0,0,1,0,170.18,175.26,170,2,0,0,51.0,0.435,0.0,1.0,0.33,0,2,6,0,0,0,0,0,0,0,0,0,180.34,177.8,155,28,29,1,0,1,1,0,1,0,0,0,-10.16,-2.54,-1,-29.33333333,0.333333333,1.333333333,2,324.0,314.0,547.0,505.0,275.0,601.0
