,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
2802,230.0,-270,230.0,37.03703704,0,False,3,1,0,0,9.0,0.32,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,193.04,190.5,185,1,0,0,29.33333333,0.363333333,0.333333333,0.333333333,0.166666667,2,1,5,0,0,0,1,0,1,0,2,1,182.88,177.8,185,38,24,0,0,-2,-2,0,-4,0,0,-1,10.16,12.7,14,-20.33333333,-0.333333333,-0.333333333,2,1080.0,481.0,426.0,700.0,675.0,-140.0
2806,-320.0,270,31.25,270.0,0,False,5,0,1,0,28.6,0.48066666700000005,0.333333333,0.933333333,0.26266666699999996,4,7,39,3,0,2,3,3,0,0,8,0,180.34,187.96,185,1,0,0,11.0,0.511,0.4,0.3,0.1375,3,7,30,6,0,0,0,10,2,1,13,1,182.88,187.96,185,38,45,1,1,1,-5,0,9,-3,-8,-2,-2.54,0.0,-7,17.6,-0.066666667,0.6333333329999999,0,900.0,1420.0,850.0,2255.0,-200.0,300.0
2824,-145.0,125,68.96551724,125.0,1,False,3,0,1,0,35.33333333,0.57,0.0,0.666666667,0.25,1,1,8,0,0,0,2,0,0,0,2,1,185.42,195.58,185,0,1,0,26.5,0.75,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1,190.5,190.5,185,27,26,0,0,0,1,0,4,0,-1,0,-5.08,5.08,1,8.83333333,0.0,0.666666667,2,225.0,205.0,718.0,1180.0,280.0,635.0
2827,-330.0,270,30.303030300000003,270.0,1,False,3,1,0,0,13.0,0.61,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1,185.42,182.88,185,1,0,0,2.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,182.88,185.42,185,30,33,0,0,0,0,0,2,0,0,0,2.54,-2.54,-3,11.0,2.0,0.0,2,240.0,495.0,315.0,1145.0,240.0,900.0
2841,-400.0,325,25.0,325.0,1,False,3,0,1,0,32.57142857,0.552857143,0.14285714300000002,1.0,0.46285714299999997,3,3,15,1,0,0,1,1,0,2,4,0,182.88,200.66,185,0,2,0,36.66666667,0.46166666700000003,0.333333333,0.666666667,0.166666667,2,2,16,0,0,0,2,1,1,0,4,0,187.96,193.04,185,30,31,0,-1,1,0,-1,-1,1,2,-1,-5.08,7.62,-1,-4.0952381,-0.19047619,0.333333333,0,-110.0,750.0,400.0,2000.0,300.0,850.0
2858,195.0,-235,195.0,42.55319149,0,False,3,0,1,0,30.0,0.57,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,1,187.96,190.5,170,3,0,0,13.0,0.455,0.2,1.1,0.603,1,6,16,0,0,0,1,1,1,1,4,1,182.88,177.8,185,32,32,3,1,0,-3,5,-12,0,-2,-1,5.08,12.7,0,17.0,-0.2,-1.1,2,350.0,227.0,1085.0,642.0,605.0,165.0
2874,-380.0,315,26.31578947,315.0,0,False,3,0,3,0,25.0,0.61,0.0,0.0,0.0,3,1,6,0,0,0,0,3,0,0,3,1,187.96,190.5,205,0,2,0,20.6,0.444,0.6,2.2,0.24600000000000002,2,1,11,0,0,0,2,1,1,0,4,1,185.42,195.58,185,31,29,0,1,1,-1,0,-5,0,2,-1,2.54,-5.08,2,4.4,-0.6,-2.2,0,110.0,1487.0,416.0,2500.0,375.0,391.0
2879,-135.0,115,74.07407407,115.0,0,False,3,1,0,0,53.0,0.42666666700000005,0.0,0.0,0.0,1,4,17,0,0,0,1,1,0,0,2,0,185.42,185.42,185,5,0,0,45.0,0.45153846200000003,0.307692308,0.0,0.0,4,7,33,0,0,2,2,0,1,1,6,0,187.96,193.04,185,28,33,4,0,-3,-4,3,-16,0,0,-1,-2.54,-7.62,-5,8.0,-0.307692308,0.0,2,190.0,150.0,545.0,2740.0,447.0,885.0
2896,120.0,-140,120.0,71.42857143,0,False,3,1,0,0,46.6,0.44799999999999995,0.0,0.8,0.532,4,1,13,0,0,1,1,1,0,1,4,0,187.96,195.58,205,0,1,0,17.5,0.55,0.0,0.0,0.0,1,1,4,1,0,0,0,1,0,0,1,0,185.42,195.58,185,36,28,-1,-1,3,3,0,9,-1,1,0,2.54,0.0,8,29.1,0.0,0.8,2,445.0,150.0,1350.0,1300.0,260.0,455.0
2910,-135.0,115,74.07407407,115.0,0,False,5,0,5,0,21.30769231,0.40153846200000004,1.153846154,1.846153846,0.32153846199999997,5,3,31,1,0,1,3,2,4,0,10,0,185.42,198.12,185,0,1,0,50.86956522,0.389565217,0.21739130399999998,1.1304347829999999,0.29043478300000003,4,7,59,1,0,1,6,9,0,0,16,0,185.42,190.5,185,36,33,0,4,1,-6,4,-28,0,-7,4,0.0,7.62,3,-29.56187291,0.93645485,0.715719063,0,250.0,378.0,1060.0,425.0,280.0,530.0
