,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
3222,-220.0,200,45.45454545,200.0,1,True,5,0,2,0,41.53846154,0.444615385,0.0,1.230769231,0.5,3,4,33,1,0,1,3,5,0,0,9,1,180.34,187.96,170,0,1,0,42.69230769,0.553076923,0.384615385,3.076923077,0.303846154,6,2,34,2,1,2,3,5,0,0,11,1,175.26,175.26,185,31,32,0,1,-3,-2,-2,-1,-1,0,0,5.08,12.7,-1,-1.15384615,-0.384615385,-1.846153846,0,175.0,400.0,900.0,1900.0,225.0,400.0
3246,145.0,-155,145.0,64.51612903,1,False,3,0,4,0,42.75,0.455,0.25,1.25,0.375,4,0,10,1,0,2,1,0,1,0,4,1,175.26,180.34,185,2,0,0,24.25,0.41416666700000004,0.25,1.75,0.483333333,6,4,28,0,0,1,2,4,0,1,8,0,175.26,180.34,170,29,23,2,4,-2,-4,4,-18,1,-5,1,0.0,0.0,6,18.5,0.0,-0.5,0,375.0,160.0,1100.0,600.0,425.0,330.0
3257,-380.0,340,26.31578947,340.0,0,False,3,0,1,0,25.0,0.58,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1,182.88,185.42,170,0,1,0,19.0,0.48,1.0,2.0,0.66,1,0,3,1,0,0,0,0,1,0,1,0,180.34,182.88,170,23,32,0,0,0,0,0,-2,-1,1,-1,2.54,2.54,-9,6.0,-1.0,-2.0,2,220.0,525.0,210.0,1725.0,300.0,550.0
3265,435.0,-500,435.0,20.0,1,False,3,0,1,0,11.0,0.64,0.0,2.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,180.34,182.88,170,1,0,0,17.0,0.32,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,182.88,180.34,170,27,26,1,1,1,1,1,-1,0,1,0,-2.54,2.54,1,-6.0,0.0,2.0,2,423.0,380.0,580.0,242.0,1385.0,140.0
3299,-360.0,325,27.77777778,325.0,1,False,5,0,1,0,41.125,0.415,0.875,2.375,0.57625,6,6,41,0,0,2,4,2,2,0,10,1,175.26,180.34,170,0,4,0,20.0,0.69,1.0,1.25,0.875,4,0,7,0,0,0,1,0,3,0,4,2,180.34,182.88,170,26,30,0,-3,2,6,-6,34,0,2,-1,-5.08,-2.54,-4,21.125,-0.125,1.125,0,375.0,750.0,-135.0,2000.0,600.0,750.0
3317,340.0,-380,340.0,26.31578947,1,False,3,0,3,0,43.0,0.52,0.0,0.8,0.3,3,1,10,0,0,0,1,3,0,0,4,0,182.88,190.5,170,0,3,0,26.4,0.438666667,0.133333333,0.46666666700000003,0.14400000000000002,4,8,36,2,0,1,3,2,0,0,7,0,180.34,180.34,170,34,31,0,0,-1,-3,7,-26,-2,1,0,2.54,10.16,3,16.6,-0.133333333,0.333333333,2,650.0,166.0,1350.0,1435.0,900.0,130.0
3318,-240.0,220,41.66666667,220.0,1,False,3,2,0,0,31.66666667,0.55,0.166666667,1.5,0.18666666699999998,4,2,16,0,0,1,2,1,0,0,4,1,182.88,185.42,170,1,0,0,24.9,0.5479999999999999,0.5,2.6,0.485,4,4,28,0,0,3,1,2,0,0,6,0,170.18,180.34,170,31,33,-1,0,0,-2,2,-12,0,-1,0,12.7,5.08,-2,6.76666667,-0.333333333,-1.1,2,100.0,315.0,600.0,1030.0,435.0,1655.0
3362,245.0,-265,245.0,37.73584906,1,False,3,0,1,0,33.0,0.496666667,0.0,1.333333333,0.333333333,1,1,6,0,0,1,0,1,0,0,2,0,182.88,185.42,170,0,1,0,21.46153846,0.406923077,0.846153846,1.153846154,0.272307692,4,4,26,0,0,1,2,4,2,0,9,0,182.88,187.96,170,38,24,0,0,-3,-7,3,-20,0,-3,-2,0.0,-2.54,14,11.53846154,-0.846153846,0.179487179,0,500.0,320.0,660.0,1000.0,550.0,110.0
3367,135.0,-145,135.0,68.96551724,0,False,3,0,2,0,35.0,0.525,0.0,4.0,0.36,2,0,4,0,0,1,0,1,0,0,2,0,175.26,182.88,170,0,3,0,38.83333333,0.41333333299999997,0.0,2.166666667,0.5066666670000001,3,2,15,0,0,0,3,1,0,0,4,0,190.5,203.2,170,27,27,0,-1,-1,-2,2,-11,0,0,0,-15.24,-20.32,0,-3.83333333,0.0,1.8333333330000001,2,240.0,350.0,1595.0,475.0,465.0,225.0
3392,-325.0,295,30.76923077,295.0,0,False,5,0,7,0,34.94117647,0.588235294,1.294117647,1.176470588,0.438823529,7,5,37,0,0,0,2,9,1,0,12,0,182.88,190.5,170,0,1,0,38.33333333,0.44833333299999995,0.0,1.166666667,0.45833333299999995,3,4,28,1,0,1,2,5,0,0,8,1,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.39215686,1.294117647,0.009803921,0,500.0,875.0,1850.0,1500.0,-175.0,550.0
3398,167.0,-179,167.0,55.86592179,1,False,3,3,0,0,44.0,0.452,0.2,0.6,0.15,2,3,13,0,0,0,1,1,0,0,2,0,187.96,190.5,170,1,0,0,21.0,0.22,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,182.88,187.96,170,29,30,-2,0,2,2,-2,10,0,1,0,5.08,2.54,-1,23.0,-0.8,0.6,2,300.0,220.0,850.0,1180.0,900.0,160.0
3415,-300.0,270,33.33333333,270.0,0,False,3,1,0,0,33.0,0.4,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,0,42.26666667,0.402,0.8666666670000001,2.333333333,0.564666667,6,6,39,0,0,2,4,2,1,0,9,1,175.26,180.34,170,29,25,0,0,-6,-9,5,-36,0,-2,-1,2.54,-2.54,4,-9.26666667,0.133333333,-2.333333333,2,155.0,549.0,600.0,1378.0,160.0,550.0
3439,115.0,-125,115.0,80.0,0,False,3,0,1,0,31.25,0.4625,1.5,3.0,0.8075,2,1,11,0,0,1,1,0,1,0,3,0,187.96,198.12,185,0,1,0,24.8,0.556,0.6,0.6,0.43200000000000005,1,3,10,0,0,0,0,0,2,0,2,0,177.8,187.96,170,30,31,0,0,1,1,2,1,0,0,-1,10.16,10.16,-1,6.45,0.9,2.4,2,325.0,220.0,350.0,600.0,814.0,400.0
3469,-450.0,400,22.22222222,400.0,1,False,3,0,1,0,12.0,0.52,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,177.8,180.34,170,1,0,0,22.33333333,0.576666667,0.333333333,0.333333333,0.333333333,1,2,7,0,0,0,0,0,1,0,1,0,175.26,185.42,185,31,33,1,1,0,0,2,-6,0,0,-1,2.54,-5.08,-2,-10.33333333,-0.333333333,-0.333333333,2,176.0,940.0,220.0,725.0,300.0,1400.0
3482,-105.0,-105,95.23809524,95.23809524,1,False,3,2,0,0,55.0,0.526666667,0.0,1.333333333,0.25,1,2,9,0,0,0,1,0,0,0,1,1,180.34,185.42,170,3,0,0,51.33333333,0.316666667,0.0,1.333333333,0.26666666699999997,0,3,8,0,0,0,0,0,0,0,0,0,182.88,190.5,170,35,25,1,0,1,1,1,1,0,0,0,-2.54,-5.08,10,3.66666667,0.0,0.0,2,187.0,220.0,1790.0,550.0,325.0,600.0
3510,-170.0,160,58.82352941,160.0,0,False,3,1,0,0,23.81818182,0.42272727299999996,0.272727273,1.727272727,0.46727272700000005,6,3,25,0,0,1,2,4,0,1,8,0,175.26,180.34,170,1,0,0,35.63636364,0.45,0.0,1.2727272729999999,0.5,3,4,25,1,0,1,2,4,0,0,7,1,180.34,187.96,170,32,29,0,0,3,1,1,0,-1,1,0,-5.08,-7.62,3,-11.81818182,0.272727273,0.45454545399999996,0,225.0,350.0,2000.0,1400.0,140.0,500.0
3520,210.0,-230,210.0,43.47826087,0,False,5,0,1,0,12.42857143,0.568571429,0.7142857140000001,0.28571428600000004,0.094285714,1,3,10,0,0,0,0,2,2,0,4,0,182.88,187.96,170,0,6,0,29.75,0.580625,1.125,0.9375,0.40375,6,5,34,0,0,0,2,8,1,0,11,0,182.88,190.5,170,33,29,0,-5,-5,-7,2,-24,0,-6,1,0.0,-2.54,4,-17.32142857,-0.41071428600000004,-0.651785714,0,1500.0,400.0,2000.0,202.0,200.0,350.0
3523,275.0,-305,275.0,32.78688525,0,False,3,2,0,0,47.5,0.4525,0.0,0.0,0.0,2,2,10,0,0,0,1,1,0,0,2,0,187.96,190.5,170,0,1,0,43.5,0.3925,0.0,1.75,0.4,1,2,10,0,0,0,2,0,0,0,2,0,190.5,203.2,170,26,30,-2,-1,1,0,0,0,0,1,0,-2.54,-12.7,-4,4.0,0.0,-1.75,2,285.0,246.0,2200.0,700.0,1900.0,140.0
3528,-560.0,475,17.85714286,475.0,1,False,3,0,1,0,5.0,0.45,1.0,2.0,0.66,1,0,1,0,0,0,0,0,1,0,1,1,182.88,190.5,185,0,1,0,18.0,0.52,1.0,4.0,0.66,1,0,3,0,0,0,1,0,0,0,1,0,180.34,185.42,155,30,29,0,0,0,0,0,-2,0,0,1,2.54,5.08,1,-13.0,0.0,-2.0,2,-105.0,1065.0,165.0,1535.0,1185.0,950.0
3532,245.0,-265,245.0,37.73584906,1,False,3,1,0,0,32.0,0.45,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,0,180.34,185.42,170,1,0,0,8.0,0.42,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1,175.26,180.34,170,34,22,0,0,0,0,0,0,0,0,0,5.08,5.08,12,24.0,0.0,1.0,2,350.0,177.0,750.0,1175.0,1431.0,160.0
3548,-480.0,423,20.83333333,423.0,0,False,3,0,1,0,24.375,0.34,0.625,0.625,0.08375,4,3,18,0,0,1,1,1,2,0,5,0,190.5,187.96,170,1,0,0,33.82352941,0.472941176,0.294117647,0.647058824,0.35235294100000003,7,6,40,1,0,0,3,6,1,1,11,0,175.26,177.8,170,30,32,1,1,-3,-6,3,-22,-1,-6,1,15.24,10.16,-2,-9.44852941,0.330882353,-0.022058823999999998,2,199.0,606.0,942.0,1200.0,-140.0,1250.0
3583,-135.0,125,74.07407407,125.0,1,False,3,1,0,0,28.75,0.535,0.5,0.5,0.29,1,3,9,0,0,0,0,0,1,0,1,0,177.8,187.96,170,1,0,0,43.0,0.68,0.0,1.0,0.625,1,1,4,0,0,0,0,1,0,0,1,0,177.8,180.34,170,26,30,0,0,0,0,-2,5,0,-1,1,0.0,7.62,-4,-14.25,0.5,-0.5,2,333.0,450.0,1290.0,431.0,200.0,435.0
3586,-365.0,328,27.39726027,328.0,0,True,5,0,3,0,24.2,0.45,0.0,1.4,0.55,3,3,20,0,0,1,2,4,0,0,7,1,180.34,187.96,170,1,0,0,33.08333333,0.566666667,0.41666666700000005,3.166666667,0.3125,6,2,29,1,1,2,2,5,0,0,10,1,175.26,175.26,185,30,31,1,3,-3,-3,-1,-9,-1,-1,0,5.08,12.7,-1,-8.88333333,-0.41666666700000005,-1.766666667,0,225.0,900.0,700.0,2000.0,110.0,475.0
3587,-200.0,185,50.0,185.0,1,False,3,0,1,0,32.33333333,0.65,0.0,0.0,0.0,1,1,5,0,0,0,0,2,0,0,2,0,175.26,187.96,170,0,1,0,55.22222222,0.381111111,0.8888888890000001,0.444444444,0.13888888900000002,5,3,28,2,0,1,1,4,0,0,6,0,187.96,190.5,170,29,31,0,0,-4,-4,2,-23,-2,-2,0,-12.7,-2.54,-2,-22.88888889,-0.8888888890000001,-0.444444444,0,275.0,200.0,600.0,2500.0,200.0,725.0
3589,160.0,-170,160.0,58.82352941,1,False,3,0,1,0,26.25,0.45,0.0,0.5,0.125,1,2,8,0,0,0,0,2,0,0,2,1,175.26,180.34,185,0,2,0,49.28571429,0.37714285700000005,0.0,1.428571429,0.121428571,2,3,23,1,0,3,1,0,0,0,4,0,182.88,182.88,170,35,36,0,-1,-1,-2,1,-15,-1,2,0,-7.62,-2.54,-1,-23.03571429,0.0,-0.9285714290000001,0,250.0,375.0,550.0,2500.0,2500.0,-105.0
3591,-170.0,160,58.82352941,160.0,0,False,3,0,1,0,42.07142857,0.411428571,0.9285714290000001,2.5,0.605,6,5,36,0,0,2,4,2,1,0,9,1,175.26,180.34,170,0,2,0,22.5,0.505,0.5,2.0,0.5,2,0,4,1,0,1,0,0,1,0,2,1,175.26,180.34,185,22,29,0,-1,4,7,-5,32,-1,2,0,0.0,0.0,-7,19.57142857,0.428571429,0.5,1,188.0,228.0,400.0,1815.0,450.0,700.0
3594,290.0,-320,290.0,31.25,1,False,3,0,1,0,9.0,0.6,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,175.26,182.88,170,0,2,0,72.0,0.29,0.0,0.0,0.0,2,1,9,0,0,1,1,0,0,0,2,1,177.8,190.5,170,26,26,0,-1,-1,-1,1,-8,0,1,0,-2.54,-7.62,0,-63.0,0.0,0.0,2,630.0,329.0,1268.0,200.0,700.0,217.0
3607,-290.0,260,34.48275862,260.0,0,False,5,0,3,0,47.875,0.4125,0.875,2.5,0.4025,4,1,22,0,0,1,5,1,0,0,7,0,185.42,190.5,170,0,3,0,25.33333333,0.525833333,0.583333333,2.583333333,0.5216666670000001,3,3,31,0,0,1,6,2,0,0,9,1,187.96,193.04,170,32,26,0,0,1,-2,2,-9,0,-1,0,-2.54,-2.54,6,22.54166667,0.291666667,-0.083333333,0,115.0,450.0,560.0,1500.0,300.0,700.0
3618,-165.0,155,60.60606061,155.0,0,False,3,1,0,0,11.71428571,0.588571429,2.5714285709999998,1.714285714,0.542857143,2,3,12,0,0,0,1,0,3,0,4,0,180.34,190.5,170,1,0,0,18.58333333,0.395,0.833333333,0.916666667,0.211666667,4,4,23,0,0,1,2,3,2,0,8,0,182.88,187.96,170,38,25,0,0,-2,-4,1,-11,0,-3,1,-2.54,2.54,13,-6.86904762,1.738095238,0.7976190470000001,0,350.0,400.0,675.0,550.0,140.0,675.0
3619,120.0,-130,120.0,76.92307692,1,False,3,0,2,0,44.25,0.5325,0.0,1.0,0.375,2,1,9,0,0,0,1,2,0,0,3,0,182.88,190.5,170,1,0,0,61.33333333,0.376666667,0.0,0.333333333,0.333333333,2,1,9,1,0,0,1,1,0,0,2,0,182.88,185.42,185,23,31,1,2,0,1,0,0,-1,1,0,0.0,5.08,-8,-17.08333333,0.0,0.666666667,2,350.0,215.0,725.0,1200.0,325.0,280.0
3629,-135.0,125,74.07407407,125.0,1,False,3,0,1,0,12.0,0.5,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,0,182.88,190.5,170,0,1,0,12.0,0.66,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,180.34,190.5,170,29,27,0,0,0,0,0,0,0,-1,1,2.54,0.0,2,0.0,1.0,1.0,2,380.0,315.0,450.0,400.0,300.0,500.0
3689,135.0,-145,135.0,68.96551724,0,False,3,1,0,0,4.0,0.475,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0,180.34,185.42,170,0,1,0,20.875,0.5375,0.625,2.75,0.51875,4,3,22,0,0,3,0,2,0,0,5,0,170.18,180.34,170,30,29,-1,-1,-3,-4,2,-18,0,-1,0,10.16,5.08,1,-16.875,-0.625,-2.75,2,292.0,420.0,1030.0,873.0,450.0,165.0
3723,-192.0,177,52.08333333,177.0,0,True,5,0,6,0,28.36363636,0.5790909089999999,0.454545455,3.272727273,0.295454545,6,1,24,0,1,2,2,5,0,0,10,1,175.26,175.26,185,0,11,0,57.65,0.5655,1.1,4.2,0.74,11,2,63,13,0,1,10,5,2,0,18,0,180.34,193.04,185,32,30,0,-5,-5,-8,1,-39,-13,0,-2,-5.08,-17.78,2,-29.28636364,-0.645454545,-0.9272727270000001,0,-140.0,1000.0,600.0,2000.0,565.0,260.0
3726,100.0,-110,100.0,90.90909091,1,False,3,1,0,0,37.5,0.655,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0,175.26,187.96,170,2,0,0,18.72727273,0.404545455,0.318181818,1.772727273,0.502272727,5,7,48,1,0,1,5,6,3,0,15,0,177.8,185.42,170,35,31,1,0,-4,-14,6,-44,-1,-5,-3,-2.54,2.54,4,18.77272727,-0.318181818,-1.772727273,2,175.0,250.0,875.0,550.0,650.0,325.0
3730,190.0,-210,190.0,47.61904762,1,False,3,1,0,0,39.84615385,0.416153846,1.0,2.538461538,0.574615385,6,5,33,0,0,2,3,2,1,0,8,1,175.26,180.34,170,1,0,0,29.6,0.588,0.2,1.8,0.22399999999999998,4,1,13,0,0,1,2,1,0,0,4,1,182.88,185.42,170,32,29,0,0,2,4,-4,20,0,1,1,-7.62,-5.08,3,10.24615385,0.8,0.7384615379999999,2,370.0,110.0,820.0,1150.0,600.0,350.0
3738,325.0,-360,325.0,27.77777778,1,False,3,0,1,0,17.0,0.65,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,2,187.96,187.96,170,0,1,0,17.1,0.33799999999999997,1.2,1.2,0.244,2,5,25,0,0,0,3,1,1,0,5,0,180.34,185.42,170,32,28,0,0,-1,-4,5,-24,0,0,-1,7.62,2.54,4,-0.1,-1.2,-0.2,2,400.0,500.0,750.0,600.0,1250.0,-150.0
3756,-145.0,135,68.96551724,135.0,1,False,3,2,0,0,23.85714286,0.331428571,0.7142857140000001,0.28571428600000004,0.057142857000000005,4,3,15,0,0,1,0,1,2,0,4,0,190.5,187.96,170,1,0,0,36.0,0.39,0.0,2.0,0.4,1,1,4,0,0,0,1,0,0,0,1,0,190.5,203.2,170,26,32,-1,0,3,3,-2,11,0,1,2,0.0,-15.24,-6,-12.14285714,0.7142857140000001,-1.714285714,2,191.0,412.0,880.0,500.0,460.0,365.0
3775,170.0,-185,170.0,54.05405405,1,False,3,1,0,0,31.66666667,0.45,0.0,0.666666667,0.166666667,1,2,7,0,0,0,0,1,0,0,1,1,175.26,180.34,185,1,0,0,26.53333333,0.53,0.8666666670000001,1.8,0.53,4,5,33,1,0,0,4,4,2,0,10,0,182.88,187.96,185,34,35,0,0,-3,-9,3,-26,-1,-3,-2,-7.62,-7.62,-1,5.13333334,-0.8666666670000001,-1.133333333,2,270.0,328.0,2020.0,905.0,700.0,125.0
3777,175.0,-190,175.0,52.63157895,1,False,3,0,1,0,38.0,0.38,0.0,6.0,0.6,1,0,3,0,0,0,1,0,0,0,1,0,187.96,193.04,170,0,1,0,13.0,0.62,3.0,2.0,0.6333333329999999,2,2,11,0,0,0,1,0,3,0,4,0,180.34,190.5,170,25,26,0,0,-1,-3,2,-8,0,0,-3,7.62,2.54,-1,25.0,-3.0,4.0,2,605.0,210.0,405.0,1735.0,770.0,160.0
3781,-355.0,295,28.16901408,295.0,1,False,5,0,1,0,51.66666667,0.38833333299999995,0.0,1.5,0.128333333,1,3,18,1,0,2,1,0,0,0,3,0,182.88,182.88,170,0,3,0,18.3125,0.509375,1.0625,2.25,0.358125,5,4,37,1,0,0,5,1,6,0,12,1,185.42,182.88,170,35,34,0,-2,-4,-9,1,-19,0,-1,-6,-2.54,0.0,1,33.35416667,-1.0625,-0.75,0,160.0,370.0,250.0,1000.0,350.0,1050.0
3782,-170.0,160,58.82352941,160.0,1,False,3,0,2,0,26.63636364,0.541818182,0.636363636,2.727272727,0.546363636,3,3,29,0,0,1,6,1,0,0,8,1,187.96,193.04,170,0,1,0,8.2,0.504,1.0,0.4,0.132,1,2,7,0,0,0,0,1,2,0,3,0,182.88,187.96,170,29,31,0,1,2,5,-1,22,0,0,-2,5.08,5.08,-2,18.43636364,-0.363636364,2.327272727,2,360.0,275.0,250.0,1100.0,160.0,1400.0
3785,210.0,-230,210.0,43.47826087,0,False,3,0,4,0,33.16666667,0.46166666700000003,0.25,2.5,0.3375,4,3,33,0,0,1,4,3,1,0,9,0,172.72,177.8,170,2,0,0,11.90909091,0.339090909,1.2727272729999999,1.2727272729999999,0.392727273,3,4,19,0,0,0,2,0,5,0,7,0,172.72,180.34,170,33,33,2,4,1,2,1,14,0,3,-4,0.0,-2.54,0,21.25757576,-1.0227272729999999,1.2272727270000001,2,650.0,180.0,330.0,1550.0,1500.0,130.0
3798,380.0,-430,380.0,23.25581395,1,False,3,0,1,0,51.33333333,0.5166666670000001,0.0,0.666666667,0.166666667,1,1,7,0,0,0,1,1,0,0,2,0,182.88,190.5,170,1,0,0,53.0,0.525,0.0,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,0,177.8,177.8,170,37,30,1,1,0,1,0,1,0,1,0,5.08,12.7,7,-1.66666667,0.0,0.666666667,2,605.0,170.0,2640.0,757.0,750.0,150.0
3814,-220.0,200,45.45454545,200.0,1,False,3,1,0,0,12.0,0.14,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1,177.8,190.5,170,1,0,0,48.0,0.42,1.0,3.0,0.5,0,1,3,0,0,0,0,0,0,0,0,0,182.88,185.42,170,22,26,0,0,0,0,0,0,0,0,0,-5.08,5.08,-4,-36.0,-1.0,-3.0,2,200.0,300.0,235.0,1095.0,800.0,900.0
3822,-255.0,235,39.21568627,235.0,1,False,3,0,1,0,62.0,0.46,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,0,190.5,195.58,170,0,1,0,82.0,0.456666667,1.0,1.6666666669999999,0.526666667,1,1,9,0,0,0,2,0,0,0,2,0,185.42,182.88,170,26,28,0,0,0,-1,1,-7,0,1,0,5.08,12.7,-2,-20.0,-1.0,-1.6666666669999999,2,183.0,486.0,346.0,900.0,425.0,400.0
3827,-280.0,255,35.71428571,255.0,0,False,5,1,0,0,28.6875,0.40875,1.3125,0.8125,0.3,4,5,32,0,0,2,2,2,5,0,11,0,182.88,182.88,170,2,0,0,49.625,0.37625,0.75,0.5,0.15625,5,3,24,2,0,1,1,3,0,0,5,0,187.96,190.5,170,29,31,1,0,-1,6,-2,8,-2,-1,5,-5.08,-7.62,-2,-20.9375,0.5625,0.3125,0,185.0,400.0,900.0,700.0,150.0,1200.0
3829,-310.0,280,32.25806452,280.0,0,False,3,0,1,0,24.0,0.57,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,172.72,182.88,170,0,1,0,31.0,0.41,0.0,3.0,0.5,1,0,3,1,0,1,0,0,0,0,1,1,175.26,180.34,185,21,31,0,0,0,0,0,-2,-1,1,0,-2.54,2.54,-10,-7.0,0.0,-2.0,2,100.0,425.0,625.0,1450.0,525.0,400.0
3830,170.0,-185,170.0,54.05405405,0,False,3,0,2,0,68.0,0.435,0.0,0.5,0.5,2,0,6,1,0,0,1,1,0,0,2,0,182.88,185.42,185,0,1,0,79.33333333,0.37,0.5,1.8333333330000001,0.315,3,2,17,1,0,0,2,0,2,0,4,0,180.34,190.5,170,28,22,0,1,-1,-2,2,-11,0,1,-2,2.54,-5.08,6,-11.33333333,-0.5,-1.333333333,2,190.0,180.0,625.0,1150.0,800.0,290.0
3836,-130.0,120,76.92307692,120.0,1,False,3,2,0,0,6.0,0.19,1.5,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,1,172.72,180.34,155,1,0,0,25.25,0.4925,0.5,0.25,0.25,2,2,8,0,0,1,0,0,1,0,2,0,185.42,185.42,170,29,31,-1,0,-2,-2,0,-4,0,0,-1,-12.7,-5.08,-2,-19.25,1.0,-0.25,2,321.0,168.0,1315.0,600.0,300.0,800.0
3841,-125.0,115,80.0,115.0,0,False,3,0,4,0,20.27272727,0.430909091,0.9090909090000001,1.0,0.230909091,4,3,22,0,0,1,2,3,2,0,8,0,182.88,187.96,170,0,5,0,31.06666667,0.582666667,1.2,1.0,0.430666667,5,5,33,0,0,0,2,7,1,0,10,0,182.88,190.5,170,32,37,0,-1,-1,-2,2,-11,0,-4,1,0.0,-2.54,-5,-10.7939394,-0.290909091,0.0,2,425.0,400.0,1000.0,280.0,110.0,950.0
3858,-161.0,151,62.11180124,151.0,0,False,3,0,1,0,65.0,0.54,0.0,4.0,0.8,1,0,3,0,0,0,1,0,0,0,1,0,190.5,203.2,170,0,1,0,27.0,0.435,0.5,2.0,0.18,1,1,6,1,0,0,0,0,1,0,1,0,182.88,182.88,170,31,26,0,0,0,0,1,-3,-1,0,-1,7.62,20.32,5,38.0,-0.5,2.0,2,289.0,275.0,200.0,1750.0,750.0,506.0
3865,-345.0,315,28.98550725,315.0,0,False,3,1,0,0,83.0,0.47,0.0,4.0,0.8,0,1,3,0,0,0,0,0,0,0,0,0,182.88,190.5,170,0,1,0,21.25,0.43375,0.0,1.625,0.5625,3,3,15,0,0,0,2,3,0,0,5,1,180.34,187.96,170,31,34,-1,-1,-3,-5,2,-12,0,-3,0,2.54,2.54,-3,61.75,0.0,2.375,0,260.0,425.0,1700.0,1150.0,-115.0,675.0
3885,-660.0,540,15.15151515,540.0,0,False,3,0,1,0,32.0,0.42666666700000005,2.666666667,1.0,0.386666667,1,2,9,0,0,0,1,0,0,0,1,0,182.88,193.04,170,0,3,0,34.63636364,0.466363636,0.272727273,2.727272727,0.368181818,3,3,31,0,0,1,4,2,1,0,8,0,172.72,177.8,170,32,33,0,-2,-2,-7,1,-22,0,-2,-1,10.16,15.24,-1,-2.63636364,2.393939394,-1.727272727,2,-117.0,1600.0,1550.0,665.0,187.0,1700.0
3891,190.0,-210,190.0,47.61904762,0,False,3,0,1,0,15.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,175.26,187.96,170,1,0,0,45.6,0.39,0.0,1.8,0.154,1,3,15,1,0,1,1,0,0,0,2,0,182.88,182.88,170,34,31,1,1,0,-1,3,-14,-1,1,0,-7.62,5.08,3,-30.6,0.0,-1.8,2,300.0,110.0,375.0,2000.0,1750.0,300.0
3893,130.0,-140,130.0,71.42857143,0,False,3,0,1,0,16.66666667,0.533333333,0.666666667,0.333333333,0.333333333,1,2,6,0,0,0,0,0,1,0,1,0,177.8,187.96,170,0,2,0,52.4,0.348,0.4,0.4,0.166,2,2,13,0,0,0,3,0,0,0,3,1,182.88,193.04,170,37,29,0,-1,-1,-2,0,-7,0,0,1,-5.08,-5.08,8,-35.73333333,0.26666666699999997,-0.066666667,2,220.0,206.0,1305.0,420.0,425.0,1145.0
3900,-410.0,365,24.390243899999998,365.0,0,False,3,1,0,0,12.0,0.38,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1,172.72,180.34,155,1,0,0,10.25,0.63,1.0,0.5,0.165,1,2,6,0,0,0,0,1,1,0,2,0,182.88,187.96,170,28,31,0,0,-1,-2,1,-3,0,-1,-1,-10.16,-7.62,-3,1.75,2.0,-0.5,2,450.0,450.0,1200.0,1000.0,380.0,1200.0
