,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
0,-150.0,130,66.66666666666666,130.0,0,False,6,5,0,1,0,3.42,0.59,0.7,0.24,1.0,4,2,11,0,0,0,1,4,0,0,5,0,198.12,208.28,205,3,0,0,3.95,0.48,0.1,0.61,0.36,4,8,43,1,0,0,2,11,0,0,13,0,187.96,193.04,205,37,29,-3,1,0,-8,-6,-32,-1,-7,0,10.159999999999997,15.240000000000007,-8,-0.5300000000000002,0.6,-0.37,0,800.0,900.0,2000.0,1600.0,-110.0,175.0
1,170.0,-200,170.0,50.0,1,False,4,3,2,0,0,5.16,0.42,0.8,0.79,0.22,2,5,24,0,0,0,0,4,2,0,6,0,182.88,193.04,170,2,0,0,2.97,0.51,0.5,2.27,0.37,4,8,44,0,0,1,3,4,3,0,11,0,180.34,193.04,170,33,32,0,0,-2,-5,-3,-20,0,0,-1,2.5399999999999916,0.0,-1,2.19,0.3,-1.48,2,450.0,350.0,700.0,1100.0,550.0,120.0
2,110.0,-130,110.0,76.92307692307693,1,False,5,3,1,0,0,2.92,0.41,0.1,1.15,0.34,5,5,38,0,0,2,6,1,0,0,9,1,185.42,195.58,185,1,0,0,3.77,0.49,1.7,4.48,0.44,4,4,13,0,0,0,0,1,5,0,6,0,190.5,195.58,205,34,32,0,0,1,3,1,25,0,0,-5,-5.079999999999983,0.0,-2,-0.8500000000000001,-1.6,-3.3300000000000005,2,550.0,275.0,275.0,1400.0,600.0,185.0
3,-675.0,475,14.814814814814813,475.0,0,False,3,3,1,0,0,4.04,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,0,3.79,0.36,0.0,1.57,0.35,2,3,15,0,0,0,2,2,0,0,4,0,175.26,182.88,155,29,32,0,0,-2,-4,-2,-12,0,-2,0,2.5400000000000205,-5.079999999999983,3,0.25,0.0,-1.57,2,175.0,900.0,500.0,3500.0,110.0,1100.0
4,-135.0,115,74.07407407407408,115.0,1,False,3,3,0,2,0,5.22,0.56,0.0,2.54,0.39,2,3,19,0,0,0,4,1,0,0,5,0,175.26,172.72,145,0,4,0,2.64,0.62,0.6,2.85,0.52,4,0,8,0,0,0,2,0,2,0,4,0,175.26,177.8,155,28,33,0,-2,-2,1,3,11,0,1,-2,0.0,-5.0800000000000125,5,2.58,-0.6,-0.31,2,165.0,200.0,400.0,1200.0,900.0,600.0
5,215.0,-265,215.0,37.735849056603776,1,False,10,3,0,2,0,5.48,0.56,1.4,3.83,0.5,2,0,5,0,0,0,0,1,1,0,2,0,167.64,175.26,125,1,0,0,3.89,0.56,0.5,0.51,0.5,2,3,17,0,0,0,1,2,1,0,4,1,172.72,170.18,125,36,23,-1,2,0,-2,-3,-12,0,-1,0,-5.079999999999983,5.079999999999983,-13,1.5900000000000003,0.8999999999999999,3.3200000000000003,2,300.0,200.0,1600.0,330.0,1000.0,300.0
6,500.0,-720,500.0,13.888888888888891,1,False,9,3,0,3,0,7.88,0.54,0.0,1.5,0.5,3,0,9,0,0,1,2,0,0,0,3,0,165.1,170.18,135,1,0,1,4.37,0.43,0.0,0.39,0.18,3,5,30,1,0,2,2,1,0,0,5,0,165.1,162.56,135,38,26,-1,3,0,-2,-5,-21,-1,-1,0,0.0,7.620000000000003,-12,3.51,0.0,1.11,1,700.0,-200.0,2500.0,600.0,1600.0,400.0
7,-155.0,135,64.51612903225806,135.0,1,False,3,3,0,1,0,3.03,0.4,0.4,3.5,0.32,1,2,7,0,0,0,0,1,0,0,1,0,182.88,187.96,155,0,1,0,5.1,0.52,0.5,0.53,1.0,3,1,6,0,0,0,0,4,0,0,4,0,175.26,193.04,155,28,27,0,0,-2,-3,1,1,0,-3,0,7.620000000000003,-5.079999999999983,-1,-2.07,-0.0999999999999999,2.97,2,330.0,450.0,2000.0,900.0,140.0,330.0
8,-280.0,225,35.714285714285715,225.0,0,False,1,3,1,0,0,0.99,0.55,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,170.18,165.1,135,1,0,0,3.79,0.38,0.0,0.69,0.5,2,4,22,0,0,0,3,1,0,0,4,0,170.18,172.72,145,36,29,0,0,-2,-4,-3,-20,0,-1,0,0.0,-7.620000000000003,-7,-2.8,0.0,-0.69,2,165.0,450.0,1400.0,2000.0,150.0,600.0
9,-155.0,135,64.51612903225806,135.0,0,False,9,3,2,0,0,3.04,0.53,1.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,0,170.18,165.1,135,1,0,0,1.74,0.52,0.0,2.01,0.3,0,1,3,0,0,0,0,0,0,0,0,0,167.64,172.72,135,33,30,1,0,0,0,1,2,0,0,0,2.5399999999999916,-7.620000000000003,-3,1.3,1.0,-2.01,2,140.0,225.0,450.0,900.0,800.0,900.0
10,-300.0,235,33.33333333333333,235.0,0,False,1,3,2,0,0,2.95,0.39,0.4,0.22,0.2,2,4,14,0,0,0,1,2,0,0,3,0,170.18,180.34,135,2,0,1,3.45,0.35,0.4,0.61,0.23,4,3,25,0,0,1,3,3,0,0,7,0,167.64,165.1,145,32,43,0,0,-2,-4,1,-11,0,-1,0,2.5399999999999916,15.240000000000007,11,-0.5,0.0,-0.39,2,250.0,600.0,650.0,900.0,130.0,550.0
11,-180.0,155,55.555555555555564,155.0,0,True,2,5,0,1,0,4.15,0.38,1.2,0.87,0.24,6,1,25,1,0,0,1,3,3,0,7,2,172.72,175.26,145,0,9,0,6.42,0.56,0.3,1.77,0.34,9,0,28,2,0,1,5,3,0,0,9,0,167.64,180.34,145,32,30,0,-8,-3,-2,1,-3,-1,0,3,5.079999999999983,-5.0800000000000125,-2,-2.27,0.8999999999999999,-0.9,0,140.0,500.0,1600.0,400.0,250.0,700.0
12,-1375.0,800,7.2727272727272725,800.0,0,True,10,5,0,5,0,3.58,0.38,0.1,1.03,0.34,5,4,32,0,0,3,1,2,1,0,7,0,165.1,170.18,125,0,7,0,3.21,0.52,0.3,2.62,0.64,7,2,42,7,0,1,4,3,2,0,10,1,165.1,167.64,125,33,38,0,-2,-2,-3,2,-10,-7,-1,-1,0.0,2.5399999999999916,5,0.3700000000000001,-0.1999999999999999,-1.59,0,200.0,1800.0,350.0,2800.0,-110.0,2500.0
13,140.0,-160,140.0,62.5,1,False,5,3,4,0,0,3.73,0.46,0.0,0.66,0.64,5,14,91,5,0,3,4,12,0,0,19,1,180.34,187.96,170,2,0,0,5.71,0.42,1.0,1.28,0.32,11,7,70,2,0,1,2,10,6,0,19,1,185.42,193.04,170,38,39,2,0,-6,0,7,21,3,2,-6,-5.0800000000000125,-5.079999999999983,1,-1.98,-1.0,-0.62,2,275.0,225.0,800.0,2500.0,650.0,185.0
14,-380.0,290,26.315789473684212,290.0,0,False,7,3,0,1,0,2.8,0.46,0.0,0.0,0.0,4,2,18,0,0,0,0,6,0,0,6,0,187.96,198.12,242,1,0,0,3.44,0.51,0.0,6.27,0.53,5,3,32,0,0,0,4,5,0,0,9,0,193.04,203.2,265,30,33,-1,1,-1,-3,-1,-14,0,1,0,-5.079999999999983,-5.079999999999983,3,-0.6400000000000001,0.0,-6.27,0,180.0,1000.0,1000.0,3500.0,125.0,380.0
15,-220.0,180,45.45454545454545,180.0,0,False,10,3,1,0,1,4.24,0.41,1.1,1.77,0.44,3,2,25,0,0,0,3,0,3,0,6,0,162.56,162.56,125,1,0,0,6.24,0.5,0.4,2.9,0.55,4,7,42,4,0,1,5,4,2,0,12,0,154.94,157.48,125,30,34,0,0,-1,-6,-5,-17,-4,-4,1,7.620000000000003,5.0800000000000125,4,-2.0,0.7000000000000001,-1.13,0,140.0,330.0,1000.0,900.0,225.0,1400.0
16,245.0,-310,245.0,32.25806451612903,1,False,1,3,0,6,0,4.26,0.41,0.3,7.3,0.45,6,2,24,0,0,0,6,0,0,0,6,0,167.64,172.72,135,2,0,0,3.34,0.4,0.4,0.89,0.41,4,4,18,1,0,2,0,2,1,0,5,0,167.64,170.18,135,33,30,-2,6,2,1,-2,6,-1,-2,-1,0.0,2.5399999999999916,-3,0.92,-0.1,6.41,0,500.0,100.0,1200.0,550.0,600.0,400.0
17,-150.0,130,66.66666666666666,130.0,0,False,3,3,0,2,0,5.19,0.46,0.0,0.16,0.14,3,2,18,0,0,0,4,1,0,0,5,1,177.8,182.88,155,2,0,0,4.95,0.48,0.2,0.91,0.36,4,6,38,0,0,1,1,6,2,0,10,2,182.88,190.5,155,31,26,-2,2,-1,-5,-4,-20,0,-5,-2,-5.079999999999983,-7.620000000000003,-5,0.2400000000000002,-0.2,-0.75,0,225.0,350.0,900.0,2200.0,225.0,350.0
18,180.0,-220,180.0,45.45454545454545,1,False,7,3,0,3,0,9.03,0.53,0.0,0.0,0.0,3,0,3,0,0,0,0,3,0,0,3,0,190.5,193.04,250,1,0,0,2.53,0.43,0.2,1.14,0.24,3,3,19,0,0,1,2,2,0,0,5,0,190.5,193.04,235,40,32,-1,3,0,-2,-3,-16,0,1,0,0.0,0.0,-8,6.5,-0.2,-1.14,0,400.0,350.0,1800.0,1400.0,450.0,100.0
19,300.0,-400,300.0,25.0,1,False,10,3,0,2,0,3.55,0.5,0.8,2.6,0.86,2,1,12,0,0,0,3,0,0,0,3,0,167.64,172.72,125,1,0,0,2.97,0.3,0.1,1.3,0.21,1,8,35,1,0,1,2,1,0,0,4,0,170.18,175.26,125,39,28,-1,2,1,-1,-7,-23,-1,-1,0,-2.5399999999999916,-2.5399999999999916,-11,0.5799999999999996,0.7000000000000001,1.3,0,550.0,-165.0,1100.0,1100.0,2200.0,350.0
20,-115.0,-105,86.95652173913044,95.23809523809523,1,False,3,3,0,2,0,6.2,0.47,1.9,0.98,0.75,2,2,10,0,0,0,0,3,1,0,4,1,190.5,195.58,155,0,2,0,10.53,0.75,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,1,185.42,180.34,155,28,26,0,0,0,2,2,8,0,1,1,5.079999999999983,15.240000000000007,-2,-4.329999999999999,1.9,0.98,2,400.0,400.0,1200.0,700.0,165.0,300.0
21,125.0,-145,125.0,68.96551724137932,1,False,5,3,0,1,0,1.7,0.49,0.0,3.0,0.3,1,0,3,0,0,0,1,0,0,0,1,1,182.88,193.04,185,1,0,0,2.7,0.61,0.9,0.86,0.25,0,1,1,0,0,0,0,0,0,0,0,0,182.88,182.88,185,27,23,-1,1,1,1,-1,2,0,0,0,0.0,10.159999999999997,-4,-1.0000000000000002,-0.9,2.14,2,350.0,300.0,500.0,250.0,400.0,500.0
23,140.0,-160,140.0,62.5,0,False,2,3,0,1,0,3.4,0.38,0.0,0.6,1.0,3,1,14,0,0,0,3,1,0,0,4,0,180.34,185.42,145,0,1,0,6.79,0.53,1.0,7.17,0.57,1,1,6,0,0,0,0,2,0,0,2,2,182.88,180.34,145,29,35,0,0,2,2,0,8,0,-1,0,-2.5399999999999916,5.0800000000000125,6,-3.39,-1.0,-6.57,2,330.0,165.0,1100.0,1100.0,400.0,330.0
24,-150.0,130,66.66666666666666,130.0,0,False,6,5,0,1,0,3.43,0.44,1.6,1.58,0.38,5,2,13,0,0,1,1,2,2,0,6,0,195.58,200.66,205,0,2,0,3.03,0.47,0.8,0.46,0.28,3,8,47,1,0,0,1,7,4,0,12,0,193.04,193.04,205,33,30,0,-1,2,-6,-6,-34,-1,-5,-2,2.5400000000000205,7.620000000000003,-3,0.4000000000000003,0.8,1.12,0,450.0,750.0,330.0,500.0,225.0,330.0
25,-170.0,150,58.82352941176471,150.0,0,False,6,3,1,0,0,3.13,0.56,0.1,2.51,0.34,2,5,25,0,0,0,6,0,0,0,6,0,182.88,190.5,205,2,0,1,4.91,0.42,0.0,4.39,0.6,2,5,19,0,0,0,1,3,0,0,4,1,185.42,190.5,205,27,31,-1,0,0,2,0,6,0,-3,0,-2.5400000000000205,0.0,4,-1.7800000000000002,0.1,-1.88,2,600.0,250.0,1800.0,1400.0,-110.0,650.0
26,-125.0,105,80.0,105.0,0,False,10,3,0,0,0,2.4,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,125,2,0,0,3.33,0.36,0.4,0.19,0.2,2,4,14,0,0,0,1,0,1,0,2,0,167.64,170.18,125,27,32,-2,0,-2,-2,-4,-14,0,0,-1,2.5399999999999916,10.159999999999997,5,-0.9300000000000002,-0.4,-0.19,2,215.0,180.0,500.0,1100.0,400.0,800.0
27,-850.0,575,11.764705882352938,575.0,0,False,3,3,0,2,0,2.88,0.41,0.5,3.31,0.41,2,4,21,0,0,0,3,0,2,0,5,0,177.8,180.34,155,0,3,0,3.59,0.46,0.0,3.38,0.34,3,1,12,0,0,0,3,0,0,0,3,0,170.18,182.88,155,24,31,0,-1,-1,2,3,9,0,0,2,7.620000000000003,-2.5399999999999916,7,-0.71,0.5,-0.0699999999999998,0,-135.0,900.0,350.0,2800.0,330.0,2200.0
28,170.0,-200,170.0,50.0,0,False,1,3,0,2,0,4.14,0.54,0.6,5.57,0.48,2,1,11,0,0,1,0,2,0,0,3,0,165.1,175.26,135,0,2,0,2.87,0.46,0.5,1.52,0.75,2,0,5,0,0,0,1,0,1,0,2,0,177.8,182.88,135,30,29,0,0,0,1,1,6,0,2,-1,-12.700000000000017,-7.620000000000003,-1,1.2699999999999996,0.0999999999999999,4.050000000000002,2,330.0,140.0,800.0,700.0,1000.0,330.0
29,-180.0,155,55.555555555555564,155.0,0,False,5,3,2,0,0,2.82,0.66,0.2,1.14,0.41,2,2,11,0,0,0,1,0,1,0,2,0,190.5,185.42,185,1,0,0,4.16,0.37,0.0,0.8,0.16,2,2,8,0,0,0,0,2,0,0,2,1,177.8,193.04,185,27,32,1,0,0,0,0,3,0,-2,1,12.699999999999989,-7.619999999999976,5,-1.3400000000000003,0.2,0.3399999999999998,2,380.0,600.0,1800.0,500.0,110.0,450.0
30,105.0,-125,105.0,80.0,1,False,6,3,1,0,0,6.56,0.53,0.0,1.15,0.57,2,1,8,0,0,0,1,1,0,0,2,0,182.88,195.58,205,2,0,0,4.35,0.53,0.0,0.0,0.0,1,4,15,0,0,0,0,3,0,0,3,1,193.04,208.28,205,32,26,-1,0,1,-1,-3,-7,0,-2,0,-10.159999999999997,-12.699999999999989,-6,2.21,0.0,1.15,2,275.0,400.0,1600.0,1600.0,300.0,165.0
31,115.0,-135,115.0,74.07407407407408,1,False,9,3,0,1,0,3.59,0.49,0.7,1.11,0.28,4,5,38,1,0,2,4,0,2,0,8,0,170.18,170.18,135,0,4,0,5.34,0.49,0.1,0.31,0.22,4,2,17,0,0,0,4,0,0,0,4,0,170.18,167.64,135,29,33,0,-3,0,4,3,21,1,0,2,0.0,2.5399999999999916,4,-1.75,0.6,0.8,0,175.0,110.0,1600.0,850.0,800.0,1200.0
33,-630.0,450,15.873015873015873,450.0,0,False,1,3,1,0,0,1.76,0.43,2.5,1.7,0.3,1,2,5,0,0,0,0,0,1,0,1,0,165.1,170.18,135,0,1,0,3.42,0.55,0.3,4.13,0.78,3,2,17,0,0,0,2,2,1,0,5,1,177.8,190.5,135,29,25,1,-1,-2,-4,0,-12,0,-2,0,-12.700000000000017,-20.32,-4,-1.66,2.2,-2.43,2,215.0,800.0,400.0,1600.0,100.0,1800.0
34,-435.0,330,22.988505747126432,330.0,0,False,10,3,1,0,0,2.36,0.44,0.4,1.61,0.26,1,1,5,0,0,0,0,0,1,0,1,1,162.56,160.02,135,0,0,0,8.0,0.57,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,162.56,167.64,135,22,30,1,0,1,1,1,5,0,0,1,0.0,-7.620000000000003,8,-5.6400000000000015,0.4,-1.39,2,100.0,500.0,450.0,1400.0,330.0,1600.0
35,-105.0,-115,95.23809523809523,86.95652173913044,1,False,4,3,0,1,0,5.27,0.49,2.7,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,182.88,193.04,170,0,1,0,4.96,0.48,0.2,1.75,0.58,3,1,13,0,0,0,3,0,1,0,4,0,180.34,190.5,170,27,34,0,0,-2,-3,-1,-12,0,0,0,2.5399999999999916,2.5399999999999916,7,0.3099999999999996,2.5,-1.75,2,175.0,400.0,1100.0,250.0,450.0,600.0
36,-125.0,105,80.0,105.0,1,False,10,3,2,0,0,6.05,0.47,0.3,0.61,0.33,1,2,9,0,0,0,1,0,0,0,1,0,162.56,154.94,125,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,0,165.1,160.02,125,30,29,0,0,-1,-1,-1,1,0,0,-1,-2.5399999999999916,-5.0800000000000125,-1,3.55,-0.2,-1.29,2,120.0,180.0,800.0,1100.0,1400.0,700.0
37,130.0,-150,130.0,66.66666666666666,0,False,5,5,1,0,1,2.26,0.46,0.0,0.5,0.41,4,3,29,1,0,1,3,2,0,0,6,1,182.88,187.96,185,0,4,0,3.45,0.47,0.5,3.15,0.34,5,6,44,0,0,0,7,7,2,0,16,1,185.42,195.58,185,37,28,1,-4,-1,-10,-3,-15,1,-5,-2,-2.5400000000000205,-7.620000000000003,-9,-1.1900000000000004,-0.5,-2.65,0,450.0,350.0,2000.0,1600.0,300.0,130.0
38,-240.0,195,41.66666666666667,195.0,0,False,7,3,0,3,0,3.71,0.49,0.2,2.72,0.57,3,2,14,0,1,0,1,1,1,0,4,0,190.5,198.12,260,0,3,0,7.19,0.65,1.4,2.73,1.0,3,0,4,0,0,0,0,2,1,0,3,0,195.58,198.12,256,28,26,0,0,0,1,2,10,0,-1,0,-5.0800000000000125,0.0,-2,-3.4800000000000004,-1.2,-0.0099999999999997,0,400.0,550.0,500.0,800.0,120.0,550.0
39,-125.0,105,80.0,105.0,0,False,4,3,1,0,0,3.84,0.41,1.7,0.97,0.33,1,3,10,0,0,0,0,0,1,0,1,0,182.88,190.5,170,0,1,0,5.14,0.42,0.4,0.38,0.25,3,4,30,0,0,1,4,2,1,0,8,0,180.34,182.88,170,31,31,1,-1,-2,-7,-1,-20,0,-2,0,2.5399999999999916,7.620000000000003,0,-1.2999999999999998,1.2999999999999998,0.59,2,180.0,250.0,600.0,650.0,500.0,500.0
40,-160.0,140,62.5,140.0,1,False,6,3,2,0,0,3.24,0.38,0.2,0.0,0.0,3,5,18,0,0,0,1,3,0,0,4,1,185.42,193.04,205,2,0,0,3.59,0.37,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,2,190.5,198.12,205,27,31,0,0,2,3,3,13,0,2,0,-5.079999999999983,-5.0800000000000125,4,-0.3499999999999996,0.2,0.0,2,275.0,650.0,1100.0,2800.0,165.0,225.0
41,-145.0,125,68.96551724137932,125.0,0,False,3,3,1,0,0,2.82,0.4,0.6,1.11,0.15,1,2,6,0,0,0,0,1,0,0,1,0,172.72,185.42,155,0,0,0,10.64,0.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,155,26,25,1,0,1,1,2,6,0,1,0,-5.0800000000000125,0.0,-1,-7.82,0.6,1.11,2,300.0,380.0,275.0,800.0,350.0,400.0
42,-120.0,100,83.33333333333334,100.0,0,False,10,3,1,0,0,5.04,0.34,0.0,0.0,0.0,2,3,17,0,0,2,0,1,0,0,3,0,170.18,182.88,125,2,0,0,5.67,0.49,0.6,1.7,0.32,3,3,17,0,0,0,3,0,0,0,3,0,162.56,157.48,125,31,31,-1,0,-1,0,0,0,0,1,0,7.620000000000003,25.40000000000001,0,-0.6299999999999999,-0.6,-1.7,2,130.0,140.0,1100.0,1100.0,1000.0,1100.0
43,-630.0,450,15.873015873015873,450.0,0,False,1,3,0,0,0,1.27,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,135,0,3,0,4.03,0.58,0.9,4.47,0.41,3,0,8,0,0,1,0,0,2,0,3,0,172.72,180.34,135,26,31,0,-3,-3,-3,0,-8,0,0,-2,5.0800000000000125,0.0,5,-2.76,-0.9,-4.47,2,150.0,800.0,175.0,2200.0,350.0,1400.0
44,170.0,-200,170.0,50.0,0,False,11,3,0,1,1,5.07,0.46,0.6,0.0,0.0,1,2,14,0,0,0,0,2,0,0,2,2,175.26,175.26,145,1,0,0,5.55,0.47,0.9,1.45,0.5,2,5,19,0,0,1,0,2,1,0,4,1,185.42,187.96,145,32,25,-1,1,-1,-2,-3,-5,0,0,-1,-10.160000000000023,-12.700000000000017,-7,-0.4799999999999995,-0.3,-1.45,2,450.0,500.0,600.0,1200.0,550.0,-110.0
45,140.0,-160,140.0,62.5,1,False,5,3,0,1,0,5.8,0.46,0.0,0.35,0.25,1,3,14,0,0,0,0,1,0,0,1,0,185.42,187.96,185,0,1,0,2.97,0.43,0.0,2.05,0.46,1,1,9,0,0,0,1,1,0,0,2,0,172.72,193.04,185,34,31,0,0,0,-1,2,5,0,0,0,12.700000000000017,-5.079999999999983,-3,2.83,0.0,-1.6999999999999995,2,350.0,250.0,2200.0,800.0,350.0,175.0
46,-125.0,105,80.0,105.0,1,False,2,5,0,6,0,3.76,0.45,0.3,0.33,0.33,6,1,17,0,0,2,2,2,0,0,6,0,182.88,187.96,145,0,2,0,4.11,0.44,0.1,0.4,0.44,4,9,64,0,1,1,6,8,0,0,16,0,180.34,190.5,145,35,33,0,4,2,-10,-8,-47,0,-6,0,2.5399999999999916,-2.5399999999999916,-2,-0.3500000000000005,0.1999999999999999,-0.07,0,250.0,400.0,1400.0,2500.0,250.0,200.0
47,-200.0,170,50.0,170.0,0,False,5,3,0,0,0,6.21,0.59,0.0,4.14,0.33,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,0,0,0,6.34,0.52,2.1,2.07,1.0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,26,25,0,0,0,0,0,0,0,0,0,5.079999999999983,-5.0800000000000125,-1,-0.1299999999999999,-2.1,2.07,2,175.0,350.0,400.0,700.0,350.0,800.0
48,-145.0,125,68.96551724137932,125.0,0,False,1,3,0,0,0,4.4,0.49,0.0,6.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,135,1,0,0,7.0,0.45,0.0,1.0,0.22,0,1,3,0,0,0,0,0,0,0,0,0,175.26,180.34,135,28,22,-1,0,0,0,-1,-3,0,0,0,-2.5399999999999916,0.0,-6,-2.6,0.0,5.0,2,165.0,240.0,700.0,800.0,350.0,800.0
49,-145.0,125,68.96551724137932,125.0,1,False,4,3,0,2,0,8.06,0.5,0.2,0.84,0.55,4,1,16,0,0,0,3,2,1,0,6,1,185.42,187.96,170,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,0,175.26,195.58,170,28,34,-1,2,-1,-5,-5,-28,-1,-1,-3,10.160000000000023,-7.620000000000003,6,4.17,-0.6000000000000001,-2.35,2,215.0,330.0,300.0,1600.0,700.0,330.0
50,-550.0,400,18.181818181818183,400.0,0,False,5,3,0,0,0,2.35,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,185,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,0,0,2,182.88,185.42,185,30,34,0,0,0,0,0,0,0,0,0,-2.5399999999999916,-2.5400000000000205,4,-1.13,-1.1,-4.55,2,500.0,1100.0,100.0,1800.0,225.0,800.0
51,-575.0,410,17.391304347826086,410.0,1,False,5,3,0,1,0,3.41,0.44,1.8,2.58,0.4,2,6,24,0,0,0,0,1,6,0,7,1,185.42,195.58,185,0,3,0,5.39,0.42,0.3,0.31,0.16,3,0,9,0,0,0,1,2,0,0,3,0,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.5399999999999916,5.0800000000000125,2,-1.9799999999999995,1.5,2.27,2,225.0,1200.0,1100.0,1000.0,-150.0,2000.0
52,-265.0,215,37.735849056603776,215.0,1,False,5,3,3,0,0,3.71,0.48,0.0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,0,177.8,185.42,185,0,1,0,3.3,0.41,0.0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,0,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.079999999999983,-2.5399999999999916,5,0.4100000000000001,0.0,-1.09,2,175.0,700.0,650.0,3500.0,175.0,350.0
53,-105.0,-115,95.23809523809523,86.95652173913044,1,False,5,3,2,0,0,3.04,0.47,0.6,2.22,0.22,1,3,8,0,0,0,1,0,0,0,1,0,182.88,182.88,185,5,0,1,3.29,0.44,0.1,0.07,0.16,4,10,46,0,0,2,2,5,1,0,10,1,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.0800000000000125,-7.620000000000003,-10,-0.25,0.5,2.1500000000000004,2,350.0,250.0,2000.0,450.0,240.0,400.0
54,-200.0,170,50.0,170.0,0,False,6,3,2,0,0,3.05,0.45,0.1,1.75,0.45,3,6,28,0,0,1,1,2,1,0,5,0,182.88,187.96,205,0,3,1,4.32,0.49,0.0,0.35,0.4,3,2,16,0,0,0,2,1,0,0,3,0,190.5,193.04,205,33,30,2,-3,0,2,4,12,0,1,1,-7.620000000000003,-5.079999999999983,-3,-1.2700000000000005,0.1,1.4,2,140.0,350.0,1600.0,1000.0,250.0,650.0
55,-475.0,350,21.052631578947366,350.0,0,False,10,3,1,0,0,3.13,0.42,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,157.48,149.86,125,0,1,0,4.05,0.44,0.0,0.82,0.41,3,3,23,0,0,1,4,0,0,0,5,1,165.1,170.18,125,28,32,1,-1,-3,-5,-2,-20,0,0,0,-7.620000000000003,-20.32,4,-0.92,1.0,-0.82,2,-175.0,525.0,1000.0,1600.0,380.0,1800.0
56,-150.0,130,66.66666666666666,130.0,1,False,2,3,0,1,0,1.6,0.5,2.7,0.89,0.16,1,0,3,0,0,0,1,0,0,0,1,0,172.72,177.8,145,0,1,0,5.73,0.53,0.4,2.76,0.53,1,2,8,0,0,0,1,0,0,0,1,0,177.8,187.96,145,32,30,0,0,0,0,-2,-5,0,0,0,-5.0800000000000125,-10.159999999999997,-2,-4.130000000000001,2.3000000000000003,-1.87,2,120.0,275.0,1100.0,450.0,550.0,1100.0
