,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
2046,125.0,-145,125.0,68.96551724,1,False,6,3,3,0,0,21.47058824,0.43470588200000004,0.529411765,1.8235294119999998,0.41176470600000004,3,8,33,1,0,1,4,2,2,0,9,0,187.96,193.04,185,1,0,0,27.15789474,0.497368421,0.684210526,1.631578947,0.466842105,3,9,41,1,0,1,2,3,4,0,10,0,185.42,195.58,205,36,33,-2,0,0,-1,1,-8,0,-1,-2,2.54,-2.54,3,-5.6873065,-0.154798761,0.191950465,2,525.0,241.0,585.0,539.0,385.0,295.0
2047,-470.0,375,21.27659574,375.0,0,False,8,3,0,1,0,32.4,0.478,0.0,1.8,0.396,2,2,15,0,0,0,3,0,0,0,3,0,165.1,165.1,115,0,1,0,69.4,0.474,0.0,0.8,0.332,3,1,15,0,0,0,4,0,0,0,4,0,154.94,152.4,115,27,35,0,0,-1,-1,-1,0,0,0,0,10.16,12.7,-8,-37.0,0.0,1.0,0,-200.0,430.0,1255.0,350.0,499.0,911.0
2048,285.0,-345,285.0,28.98550725,0,False,2,3,1,0,0,44.0,0.49,0.0,0.0,0.0,2,2,9,0,0,0,0,2,0,0,2,1,170.18,175.26,135,1,0,0,25.77777778,0.363333333,0.5555555560000001,2.166666667,0.41944444399999997,8,8,51,2,0,3,6,1,0,0,10,0,175.26,177.8,155,38,25,0,0,-6,-8,6,-42,-2,1,0,-5.08,-2.54,13,18.22222222,-0.5555555560000001,-2.166666667,2,350.0,430.0,1750.0,1250.0,1800.0,-145.0
2049,125.0,-145,125.0,68.96551724,1,False,3,5,0,4,0,36.6,0.419,1.0,2.4,0.38299999999999995,4,2,22,0,0,1,3,1,3,0,8,0,175.26,195.58,170,0,3,0,19.66666667,0.37777777799999995,0.8888888890000001,1.6666666669999999,0.44777777799999996,3,2,19,1,0,0,2,0,5,0,7,1,185.42,190.5,170,29,24,0,1,1,1,0,3,-1,1,-2,-10.16,5.08,5,16.93333333,0.111111111,0.7333333329999999,0,725.0,325.0,235.0,435.0,575.0,330.0
2050,125.0,-145,125.0,68.96551724,0,False,5,3,0,1,0,44.63157895,0.523157895,0.31578947399999996,3.210526316,0.32578947399999997,6,6,52,3,1,2,5,5,0,0,13,1,175.26,175.26,185,1,0,0,26.0,0.513809524,0.523809524,1.0,0.187619048,4,10,45,0,0,2,3,6,0,0,11,0,182.88,187.96,185,36,33,1,1,2,2,4,7,3,-1,0,-7.62,-12.7,3,18.63157895,-0.20802005,2.210526316,2,260.0,160.0,1500.0,1050.0,430.0,355.0
2051,140.0,-160,140.0,62.5,0,False,8,3,0,2,0,61.5,0.5,0.5,2.0,0.65,2,0,6,0,0,0,2,0,0,0,2,0,165.1,162.56,125,0,2,0,27.25,0.4575,1.25,1.0,0.625,2,1,9,0,0,0,1,0,2,0,3,0,162.56,165.1,115,32,29,0,0,0,-1,1,-3,0,0,-2,2.54,-2.54,3,34.25,-0.75,1.0,0,170.0,155.0,750.0,1100.0,1350.0,420.0
2052,-310.0,255,32.25806452,255.0,0,False,4,3,0,1,0,22.66666667,0.37,0.0,3.333333333,0.51,2,2,14,0,0,1,1,2,0,0,4,0,175.26,182.88,170,2,0,0,40.64285714,0.513571429,0.14285714300000002,0.571428571,0.25,4,6,31,0,0,1,2,4,1,0,8,0,187.96,190.5,170,33,29,2,1,-2,-4,4,-17,0,-2,-1,-12.7,-7.62,4,-17.97619047,-0.14285714300000002,2.761904762,2,575.0,825.0,750.0,700.0,-140.0,525.0
2053,115.0,-135,115.0,74.07407407,1,False,2,3,2,0,0,38.3,0.3385,0.25,0.65,0.2825,4,9,47,0,0,0,6,3,2,0,11,0,167.64,177.8,145,5,0,0,36.45833333,0.535,0.5,1.083333333,0.3425,3,12,70,11,0,0,1,6,4,1,12,0,175.26,177.8,155,38,38,3,0,1,-1,3,-23,-11,-4,-2,-7.62,0.0,0,1.84166667,-0.25,-0.433333333,2,365.0,160.0,650.0,1650.0,550.0,235.0
2054,290.0,-350,290.0,28.57142857,0,False,3,3,0,1,0,18.42857143,0.37857142899999996,0.857142857,0.28571428600000004,0.071428571,2,3,13,0,0,0,1,2,1,0,4,1,177.8,180.34,155,2,0,0,28.73913043,0.343913043,0.608695652,2.652173913,0.37652173899999997,4,11,62,0,0,3,4,1,4,0,12,0,170.18,177.8,155,35,28,2,1,-2,-8,8,-49,0,1,-3,7.62,2.54,7,-10.310559,0.248447205,-2.366459627,2,375.0,160.0,1600.0,275.0,1400.0,350.0
2055,315.0,-380,315.0,26.31578947,1,False,5,3,1,0,0,19.5,0.56,1.0,1.0,1.0,1,1,4,0,0,0,0,0,1,0,1,1,182.88,187.96,185,1,0,0,33.0,0.5579999999999999,0.0,0.4,0.3,3,2,11,1,0,0,0,3,0,0,3,0,185.42,195.58,185,38,23,0,0,-2,-2,1,-7,-1,-3,1,-2.54,-7.62,15,-13.5,1.0,0.6,2,575.0,135.0,2225.0,190.0,750.0,465.0
2056,360.0,-450,360.0,22.22222222,1,False,3,3,1,0,0,6.0,0.22,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,1,177.8,177.8,155,1,0,0,22.0,0.27,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,182.88,185.42,155,29,29,0,0,0,0,0,-1,0,0,0,-5.08,-7.62,0,-16.0,0.0,0.0,2,850.0,-123.0,781.0,1000.0,1120.0,305.0
2058,-125.0,105,80.0,105.0,0,False,3,3,1,0,0,44.2,0.374,0.0,1.8,0.306,4,1,14,0,0,0,2,1,1,0,4,0,177.8,182.88,155,0,2,0,24.5,0.38,0.833333333,1.166666667,0.33,2,3,14,0,0,0,1,0,2,0,3,0,182.88,185.42,170,27,27,-1,-2,2,1,2,0,0,1,-1,-5.08,-2.54,0,19.7,-0.833333333,0.6333333329999999,2,203.0,214.0,405.0,500.0,935.0,550.0
2059,-160.0,140,62.5,140.0,1,False,6,3,1,0,0,5.0,0.29,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,182.88,182.88,205,1,0,0,48.5,0.555,1.0,0.0,0.0,1,1,6,0,1,0,0,0,0,0,1,0,187.96,187.96,205,32,26,0,0,-1,-1,0,-5,0,0,0,-5.08,-5.08,6,-43.5,-1.0,0.0,2,250.0,391.0,305.0,1010.0,1085.0,350.0
2060,-570.0,435,17.54385965,435.0,0,False,9,5,1,0,0,55.85714286,0.49714285700000005,0.0,0.428571429,0.107142857,3,3,18,1,0,2,1,1,0,0,4,0,165.1,162.56,135,3,0,0,56.16666667,0.391666667,0.0,0.333333333,0.333333333,3,3,23,3,0,1,1,1,0,0,3,1,172.72,175.26,145,35,33,2,0,0,1,0,-5,-2,0,0,-7.62,-12.7,2,-0.30952381,0.0,0.095238096,0,160.0,600.0,1000.0,1500.0,105.0,1350.0
2061,190.0,-230,190.0,43.47826087,1,False,7,3,0,2,0,37.66666667,0.48666666700000005,0.0,0.666666667,0.276666667,2,1,8,0,0,0,0,2,0,0,2,0,190.5,198.12,249,4,0,0,21.36363636,0.45727272700000005,0.22727272699999998,0.13636363599999998,0.113636364,7,8,41,5,0,1,2,9,2,0,14,0,190.5,195.58,240,38,31,4,2,-5,-12,7,-33,-5,-7,-2,0.0,2.54,7,16.30303031,-0.22727272699999998,0.530303031,0,500.0,500.0,1250.0,850.0,450.0,-115.0
2062,200.0,-240,200.0,41.66666667,1,False,4,3,0,3,0,26.14285714,0.5928571429999999,0.28571428600000004,4.714285714,0.574285714,3,1,17,0,0,0,2,2,2,0,6,0,180.34,182.88,170,0,3,0,23.82352941,0.523529412,0.470588235,2.176470588,0.44588235299999995,4,4,42,0,0,2,6,4,1,0,13,1,187.96,193.04,170,35,29,0,0,-1,-7,3,-25,0,-2,1,-7.62,-10.16,6,2.31932773,-0.18487394899999998,2.537815126,0,395.0,-112.0,1880.0,460.0,1150.0,500.0
2063,170.0,-200,170.0,50.0,1,False,4,3,2,0,0,38.71428571,0.418571429,0.571428571,1.857142857,0.32047619,5,7,55,3,0,0,8,4,2,0,14,1,172.72,177.8,170,2,0,0,60.0,0.44799999999999995,0.2,0.6,0.132,1,3,17,0,0,0,2,0,0,0,2,2,177.8,177.8,170,30,32,0,0,4,12,-4,38,3,4,2,-5.08,0.0,-2,-21.28571429,0.37142857100000004,1.257142857,0,315.0,-120.0,1750.0,1110.0,683.0,448.0
2064,325.0,-360,325.0,27.77777778,1,False,3,3,2,0,0,40.57142857,0.408571429,0.7142857140000001,0.428571429,0.085714286,1,4,19,0,0,0,1,1,1,0,3,0,180.34,185.42,155,3,0,0,33.18181818,0.308181818,0.0,0.090909091,0.045454545,2,7,21,0,0,1,1,2,0,0,4,1,170.18,177.8,155,38,32,1,0,-1,-1,3,-2,0,-1,1,10.16,7.62,6,7.38961039,0.7142857140000001,0.33766233799999995,2,750.0,565.0,2100.0,180.0,454.0,200.0
2065,300.0,-360,300.0,27.77777778,1,False,7,3,0,1,0,22.83333333,0.34,0.166666667,0.0,0.0,1,4,12,0,0,0,0,2,0,0,2,1,195.58,195.58,250,0,1,0,16.0,0.365,0.0,0.5,0.5,1,1,2,0,0,0,0,1,0,0,1,0,182.88,187.96,247,31,34,0,0,0,1,-3,10,0,1,0,12.7,7.62,-3,6.83333333,0.166666667,-0.5,2,620.0,525.0,1275.0,1800.0,680.0,-172.0
2067,-525.0,415,19.04761905,415.0,1,False,0,3,1,0,0,14.0,0.41,0.6,1.2,0.212,1,3,10,0,0,0,0,0,2,0,2,1,177.8,180.34,125,1,0,0,41.42857143,0.581428571,0.428571429,3.142857143,0.72,2,3,17,0,0,0,3,1,0,0,4,1,170.18,167.64,125,25,27,0,0,-1,-2,0,-7,0,-1,2,7.62,12.7,-2,-27.42857143,0.171428571,-1.9428571430000001,2,-103.0,1200.0,850.0,800.0,224.0,800.0
2068,-120.0,100,83.33333333,100.0,1,False,1,3,4,0,0,19.66666667,0.41666666700000005,0.666666667,1.6666666669999999,0.22166666699999998,2,4,13,0,0,1,0,0,1,0,2,0,170.18,177.8,135,1,0,0,53.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,2,165.1,177.8,135,27,30,-3,0,2,2,-3,10,0,0,1,5.08,0.0,-3,-33.33333333,0.666666667,1.6666666669999999,2,205.0,278.0,850.0,435.0,437.0,685.0
2071,-150.0,130,66.66666667,130.0,1,False,7,5,2,0,0,27.21428571,0.42642857100000003,0.071428571,0.5,0.242857143,4,7,35,1,0,0,1,6,0,0,7,0,177.8,182.88,265,0,6,0,25.0,0.5763636360000001,0.0,0.363636364,0.257272727,6,2,21,0,0,1,0,8,0,0,9,0,190.5,200.66,260,32,43,-2,-6,-2,-2,-5,14,1,-2,0,-12.7,-17.78,-11,2.21428571,0.071428571,0.13636363599999998,0,700.0,800.0,1800.0,2500.0,105.0,150.0
2072,-250.0,210,40.0,210.0,0,False,5,3,0,4,0,43.0,0.398571429,0.14285714300000002,1.428571429,0.268571429,4,1,17,0,0,1,3,1,1,0,6,1,182.88,177.8,185,2,0,0,23.0,0.48200000000000004,0.3,1.3,0.14300000000000002,5,3,18,0,0,0,2,4,1,0,7,1,185.42,195.58,185,33,39,2,4,-1,-1,2,-1,0,-3,0,-2.54,-17.78,-6,20.0,-0.157142857,0.12857142900000001,0,250.0,350.0,625.0,1500.0,130.0,1200.0
2073,-145.0,125,68.96551724,125.0,0,False,3,3,3,0,0,42.13636364,0.420909091,0.0,0.681818182,0.363636364,3,11,57,1,0,2,4,4,0,1,11,0,172.72,175.26,155,1,0,0,33.83333333,0.445,0.166666667,0.166666667,0.055,1,3,13,0,0,0,0,2,1,0,3,2,182.88,190.5,155,27,32,-2,0,2,8,-8,44,1,3,-1,-10.16,-15.24,-5,8.30303031,-0.166666667,0.515151515,2,200.0,200.0,575.0,1350.0,375.0,650.0
2074,-305.0,275,32.78688525,275.0,0,False,6,3,2,0,0,40.75,0.5825,0.25,0.25,0.0825,2,2,9,0,0,0,0,1,1,0,2,0,190.5,193.04,205,1,0,0,52.66666667,0.273333333,0.0,2.0,0.283333333,1,2,9,0,0,0,1,0,0,0,1,1,185.42,190.5,205,23,27,-1,0,1,1,0,0,0,1,1,5.08,2.54,-4,-11.91666667,0.25,-1.75,2,300.0,375.0,550.0,1050.0,125.0,1000.0
2075,-170.0,160,58.82352941,160.0,1,False,0,3,0,1,0,36.75,0.4925,0.75,0.0,0.0,2,1,7,0,0,0,1,1,1,0,3,2,165.1,165.1,125,0,1,0,52.375,0.5,1.25,4.375,0.66875,2,5,24,1,0,0,3,0,0,0,3,1,170.18,167.64,135,30,28,0,0,0,0,4,-17,-1,1,1,-5.08,-2.54,2,-15.625,-0.5,-4.375,0,110.0,325.0,300.0,775.0,1000.0,900.0
2076,-580.0,440,17.24137931,440.0,0,False,2,3,0,1,0,56.25,0.405,0.0,2.25,0.5625,1,3,12,0,0,0,1,0,0,0,1,0,170.18,170.18,155,0,1,0,50.0,0.65,0.0,3.0,1.0,1,0,2,0,0,0,0,1,0,0,1,0,167.64,180.34,145,28,36,0,0,0,0,-3,10,0,-1,0,2.54,-10.16,-8,6.25,0.0,-0.75,2,-110.0,610.0,450.0,1500.0,300.0,1500.0
2077,105.0,-125,105.0,80.0,1,False,3,3,0,2,0,33.66666667,0.34666666700000004,0.333333333,5.333333333,0.46,2,1,7,0,0,0,2,0,0,0,2,0,177.8,182.88,155,0,2,0,23.66666667,0.46,0.666666667,0.333333333,0.11,2,1,7,0,0,1,0,1,0,0,2,0,177.8,172.72,155,32,34,0,0,0,0,0,0,0,-1,0,0.0,10.16,-2,10.0,-0.333333334,5.0,2,235.0,250.0,600.0,600.0,410.0,450.0
2080,310.0,-370,310.0,27.02702703,1,False,4,3,1,0,0,54.5,0.37,0.5,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,0,180.34,182.88,170,1,0,0,15.75,0.44,0.25,0.75,0.17,3,1,8,0,0,1,0,0,1,0,3,0,177.8,180.34,170,36,30,0,0,-2,-2,0,-2,0,0,-1,2.54,2.54,6,38.75,0.25,-0.75,2,450.0,135.0,1000.0,525.0,1500.0,250.0
2082,-145.0,125,68.96551724,125.0,1,True,2,5,0,10,0,66.1875,0.4275,0.4375,0.25,0.1875,10,3,40,1,0,1,4,6,2,0,13,0,180.34,175.26,155,0,1,0,56.55555556,0.40333333299999996,0.333333333,1.333333333,0.264444444,7,1,36,9,0,0,6,2,0,0,8,0,170.18,177.8,145,30,25,0,9,3,5,-2,4,-8,4,2,10.16,-2.54,5,9.63194444,0.10416666699999999,-1.083333333,0,175.0,260.0,1000.0,1250.0,350.0,450.0
2083,-280.0,240,35.71428571,240.0,0,False,8,3,1,0,0,79.75,0.35,0.0,0.0,0.0,3,1,14,1,0,1,2,0,0,0,3,0,160.02,162.56,115,0,1,0,61.0,0.41600000000000004,0.8,5.2,0.7120000000000001,1,2,17,1,0,0,3,0,0,0,3,0,162.56,160.02,115,28,31,-1,-1,2,0,1,-3,0,0,0,-2.54,2.54,-3,18.75,-0.8,-5.2,0,-160.0,350.0,675.0,1650.0,725.0,1000.0
2084,-180.0,158,55.55555556,158.0,0,False,5,3,1,0,0,23.56521739,0.519565217,0.608695652,1.391304348,0.454347826,4,10,48,1,0,0,4,6,3,0,13,0,182.88,187.96,185,3,0,0,10.33333333,0.50875,0.333333333,0.25,0.11458333300000001,3,10,35,6,0,0,0,11,2,1,14,1,182.88,187.96,185,40,38,2,0,1,-1,0,13,-5,-6,1,0.0,0.0,2,13.23188406,0.27536231899999997,1.141304348,0,900.0,860.0,1200.0,800.0,-120.0,255.0
2085,-265.0,225,37.73584906,225.0,0,False,5,3,1,0,0,11.66666667,0.456666667,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,2,180.34,198.12,185,0,1,0,22.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,185.42,182.88,185,26,29,-1,-1,0,0,-2,4,0,0,0,-5.08,15.24,-3,-10.33333333,0.0,0.0,2,900.0,1125.0,900.0,1150.0,-160.0,360.0
2086,120.0,-140,120.0,71.42857143,1,False,4,3,0,1,0,27.33333333,0.35,0.444444444,0.0,0.0,2,5,15,0,0,1,0,0,3,0,4,0,177.8,190.5,155,0,1,0,17.15384615,0.551538462,0.7692307690000001,0.46153846200000004,0.185384615,2,6,23,0,0,0,0,2,5,0,7,0,182.88,187.96,170,32,29,0,0,0,-3,1,-8,0,-2,-2,-5.08,2.54,3,10.17948718,-0.324786325,-0.46153846200000004,2,200.0,475.0,400.0,550.0,485.0,225.0
2088,-110.0,-110,90.90909091,90.90909091,1,False,1,3,0,1,0,22.0,0.48,1.5,3.0,0.915,1,1,6,0,0,0,1,0,0,0,1,1,170.18,175.26,135,0,1,0,24.0,0.368,0.2,0.0,0.0,2,2,11,0,0,0,1,2,0,0,3,0,170.18,180.34,135,38,30,0,0,-1,-2,1,-5,0,-2,0,0.0,-5.08,8,-2.0,1.3,3.0,0,247.0,340.0,950.0,250.0,420.0,700.0
2090,-180.0,158,55.55555556,158.0,0,False,8,3,0,1,0,73.0,0.6,0.0,3.0,0.3,1,0,3,0,0,0,1,0,0,0,1,0,154.94,165.1,115,0,1,0,25.0,0.25,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,0,154.94,160.02,115,23,28,0,0,0,0,0,0,0,0,0,0.0,5.08,-5,48.0,0.0,2.0,2,120.0,222.0,660.0,1310.0,575.0,1385.0
2091,-260.0,220,38.46153846,220.0,0,False,4,3,1,0,0,47.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,177.8,185.42,170,2,0,0,43.5,0.4,0.0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,0,182.88,190.5,170,23,33,1,0,0,0,1,-3,0,0,0,-5.08,-5.08,-10,3.5,0.0,-0.5,2,285.0,425.0,457.0,1065.0,175.0,855.0
2092,-300.0,250,33.33333333,250.0,0,False,6,5,0,1,0,33.83333333,0.451666667,0.41666666700000005,1.5,0.358333333,5,3,26,1,0,0,2,3,3,1,9,0,187.96,193.04,205,0,1,0,41.84615385,0.39153846200000003,0.384615385,1.307692308,0.324615385,6,4,30,2,0,0,3,4,2,0,9,0,195.58,200.66,205,30,37,0,0,-1,0,1,-4,-1,0,1,-7.62,-7.62,-7,-8.01282052,0.032051282,0.192307692,0,225.0,750.0,1400.0,1000.0,-110.0,525.0
2093,375.0,-470,375.0,21.27659574,0,False,6,3,0,4,0,27.0,0.555,0.75,2.25,0.56,4,0,7,0,0,0,0,1,3,0,4,0,190.5,195.58,205,0,1,0,82.0,0.45,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,0,187.96,190.5,205,27,30,0,3,3,3,0,4,0,1,3,2.54,5.08,-3,-55.0,0.75,2.25,0,850.0,355.0,1650.0,-105.0,675.0,350.0
2094,-135.0,115,74.07407407,115.0,0,False,4,3,0,1,0,29.41666667,0.585,0.75,0.166666667,0.166666667,3,4,25,0,0,1,2,2,3,0,8,0,187.96,195.58,170,0,1,0,22.85714286,0.39,0.571428571,1.571428571,0.37714285700000005,2,4,17,0,0,0,2,0,1,0,3,1,182.88,190.5,170,30,34,0,0,1,5,0,8,0,2,2,5.08,5.08,-4,6.55952381,0.17857142899999998,-1.4047619040000001,2,185.0,250.0,765.0,575.0,475.0,480.0
2095,-275.0,235,36.36363636,235.0,1,False,4,3,0,1,0,27.57142857,0.38857142899999997,0.28571428600000004,1.857142857,0.41714285700000003,2,3,15,0,0,0,2,2,0,0,4,0,182.88,185.42,185,0,1,0,12.0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,177.8,185.42,170,31,29,0,0,1,3,-3,14,0,1,0,5.08,0.0,2,15.57142857,0.28571428600000004,1.857142857,2,575.0,565.0,2000.0,700.0,-160.0,550.0
2097,-165.0,145,60.60606061,145.0,0,False,5,3,1,0,0,38.66666667,0.446666667,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,0,193.04,205.74,185,1,0,0,51.0,0.42,0.0,0.5,0.08,1,1,5,0,0,0,1,0,0,0,1,0,185.42,195.58,185,28,27,0,0,0,0,-1,1,0,1,0,7.62,10.16,1,-12.33333333,0.0,-0.5,2,135.0,410.0,600.0,1200.0,575.0,350.0
2098,-670.0,485,14.92537313,485.0,0,False,1,3,0,2,0,8.666666667000001,0.5033333329999999,1.0,2.333333333,0.6466666670000001,2,1,7,0,0,0,0,0,2,0,2,0,165.1,177.8,135,0,2,0,27.83333333,0.525,0.833333333,0.5,0.25,2,3,11,0,0,0,0,1,2,0,3,0,167.64,165.1,135,30,27,0,0,0,-1,2,-4,0,-1,0,-2.54,12.7,3,-19.16666666,0.166666667,1.8333333330000001,0,188.0,860.0,125.0,2165.0,394.0,2700.0
2099,130.0,-150,130.0,66.66666667,0,False,5,3,2,0,0,43.88888889,0.48722222200000004,0.333333333,0.222222222,0.097222222,4,9,46,0,0,2,4,1,1,1,9,0,187.96,193.04,185,1,0,0,43.125,0.54625,0.75,1.125,0.21375,2,4,20,0,0,1,3,0,0,0,4,0,190.5,190.5,185,36,30,-1,0,2,5,-5,26,0,2,1,-2.54,2.54,6,0.76388889,-0.41666666700000005,-0.9027777779999999,2,180.0,161.0,865.0,1355.0,1408.0,396.0
2100,135.0,-155,135.0,64.51612903,1,False,3,3,0,2,0,27.5,0.525,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,0,172.72,175.26,155,1,0,0,33.33333333,0.566666667,0.5,2.333333333,0.428333333,1,3,17,0,0,0,0,1,2,0,3,0,180.34,182.88,155,38,28,1,2,1,-1,3,-13,0,0,-2,-7.62,-7.62,10,-5.83333333,-0.5,-2.333333333,2,200.0,159.0,950.0,1353.0,1745.0,345.0
2101,-130.0,110,76.92307692,110.0,1,False,4,3,2,0,0,28.0,0.34333333299999996,0.666666667,0.666666667,0.233333333,1,2,9,0,0,0,1,0,0,0,1,1,182.88,193.04,170,1,0,0,45.6,0.39799999999999996,0.2,1.0,0.34600000000000003,2,2,13,0,0,0,2,0,1,0,3,0,182.88,190.5,170,31,28,-1,0,-1,-2,0,-4,0,0,-1,0.0,2.54,3,-17.6,0.46666666700000003,-0.333333333,2,140.0,228.0,1095.0,686.0,875.0,570.0
2102,-275.0,235,36.36363636,235.0,0,False,4,3,0,1,0,70.0,0.4,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,0,182.88,185.42,155,1,0,0,37.0,0.575,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,1,182.88,187.96,170,24,24,1,1,0,0,1,-2,0,-1,0,0.0,-2.54,0,33.0,0.0,0.0,2,220.0,314.0,900.0,2800.0,110.0,2350.0
2103,-290.0,245,34.48275862,245.0,1,False,3,3,1,0,0,11.0,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,175.26,177.8,155,2,0,0,26.5,0.325,0.5,2.5,0.5,0,2,6,0,0,0,0,0,0,0,0,0,175.26,180.34,155,25,30,1,0,0,0,1,-5,0,0,0,0.0,-2.54,-5,-15.5,-0.5,-2.5,2,189.0,420.0,170.0,2100.0,796.0,725.0
2104,-165.0,145,60.60606061,145.0,0,True,7,5,0,1,0,59.13333333,0.5166666670000001,0.066666667,0.333333333,0.233333333,9,3,41,4,0,0,4,8,0,0,12,0,193.04,195.58,238,0,4,0,50.0,0.528333333,0.0,1.4166666669999999,0.40166666700000003,4,2,28,2,0,0,3,7,0,0,10,0,193.04,203.2,240,34,33,0,-3,5,2,-1,13,2,1,0,0.0,-7.62,1,9.13333333,0.066666667,-1.083333334,0,500.0,415.0,1800.0,1650.0,125.0,150.0
2105,-190.0,165,52.63157895,165.0,0,True,8,5,0,3,0,66.6,0.57,0.5,1.7,0.574,3,3,21,0,0,1,3,1,2,0,7,0,154.94,157.48,115,0,7,0,118.57142859999999,0.45285714299999996,0.0,0.28571428600000004,0.214285714,7,0,26,5,0,1,4,2,0,0,7,0,167.64,165.1,125,29,25,0,-4,-4,0,-3,-5,-5,-1,2,-12.7,-7.62,4,-51.9714286,0.5,1.414285714,0,120.0,365.0,1500.0,775.0,300.0,500.0
2106,-115.0,-105,86.95652174,95.23809524,0,False,4,3,0,3,0,56.61538462,0.513076923,0.538461538,1.153846154,0.38076923100000004,3,4,35,0,0,0,5,3,1,0,9,0,180.34,187.96,170,0,6,0,21.29166667,0.5508333329999999,1.0,2.333333333,0.40833333299999997,6,6,62,1,0,0,8,1,9,0,18,1,185.42,182.88,170,39,32,0,-3,-3,-9,2,-27,-1,2,-8,-5.08,5.08,7,35.32371795,-0.46153846200000004,-1.179487179,0,350.0,275.0,230.0,1800.0,1500.0,240.0
2107,-140.0,120,71.42857143,120.0,0,False,2,3,0,6,0,57.0,0.46166666700000003,1.166666667,1.333333333,0.5083333329999999,6,0,18,1,0,2,2,2,0,0,6,0,180.34,180.34,145,0,1,0,62.19047619,0.42,0.47619047600000003,3.142857143,0.318095238,5,6,77,8,0,0,9,4,2,0,15,0,167.64,172.72,145,35,24,0,5,1,-9,6,-59,-7,-2,-2,12.7,7.62,11,-5.19047619,0.6904761909999999,-1.80952381,0,125.0,275.0,1000.0,1200.0,700.0,380.0
2108,-170.0,150,58.82352941,150.0,1,False,5,3,1,0,0,14.25,0.46,0.0,2.0,0.425,2,2,11,0,0,0,2,0,0,0,2,0,185.42,198.12,185,0,5,0,35.57142857,0.47428571399999997,0.0,1.0,0.34428571399999996,5,1,18,0,0,1,4,1,0,0,6,1,185.42,195.58,185,27,35,-1,-5,-3,-4,-1,-7,0,-1,0,0.0,2.54,-8,-21.32142857,0.0,1.0,0,135.0,220.0,1200.0,700.0,430.0,1200.0
2109,-110.0,-110,90.90909091,90.90909091,1,False,2,3,0,3,0,48.5,0.405,2.25,1.75,0.325,3,1,11,0,0,1,1,0,1,0,3,0,177.8,180.34,145,0,2,0,16.5,0.44,1.75,1.125,0.36125,4,2,17,0,0,0,1,1,4,0,6,0,180.34,182.88,145,32,24,0,1,-1,-3,1,-6,0,-1,-3,-2.54,-2.54,8,32.0,0.5,0.625,2,225.0,250.0,350.0,675.0,1045.0,600.0
